Phenotype,Function,p-value (-log10),Genes
Glucose,Experimental fibrosis of peritoneal tissue,1.735182177,LPAR1
Glucose,Relocalization of alpha-beta thymocytes,1.735182177,CCR9
Glucose,Delay in differentiation of oligodendrocyte precursor cells,1.735182177,CDKN1B
Glucose,Transmembrane transport of glutathione,1.735182177,SLC7A11
Glucose,Cross-presentation of dendritic cells,1.735182177,IFNAR1
Glucose,Development of telencephalic vesicle,1.735182177,SHH
Glucose,Mean arterial pressure of femoral artery,1.735182177,ATP2A2
Glucose,Clonal expansion of Th1 cells,1.735182177,PARP1
Glucose,Formation of centromeres,1.735182177,SOX30
Glucose,Exit from cell cycle progression of organ of Corti cells,1.735182177,CDKN1B
Glucose,Expansion of hematopoietic progenitor cells,1.735182177,CCND2;FOXO3;IFNAR1;NRAS;SHH
Glucose,Morphology of islets of Langerhans,1.732828272,AKT2;CCND2;CDKN1B;DPP4;GCK;LEPR;PPARG
Glucose,Elongation of cells,1.723538196,ATP2A2;NFAT5;NRAS
Glucose,Shape change of fibroblasts,1.723538196,CDKN1B;TGFB1I1;TNS3
Glucose,Development of oligodendrocytes,1.723538196,CDKN1B;NSUN5;SHH
Glucose,Fate determination of cells,1.723538196,EBF2;HOXA2;PTCH2
Glucose,Abnormal morphology of digestive system,1.723538196,ABCD3;AGL;AKT2;ATF2;BCL11B;CDKN1B;CTBS;CYP19A1;DEPDC5;DPP4;DSPP;ERCC5;GRHL3;GSK3A;HOXA2;IL12B;MYH10;OCIAD1;PPARG;RBL1;SHH;SIK3;SIRPA;SLC2A2;SYTL4
Glucose,Hypoplasia of secretory structure,1.714442691,CDKN1B;GHRH;NHLH2;SH2B1;WDR11
Glucose,Size of testis,1.709965389,AKT2;CDKN1B;CYP19A1;SOX30
Glucose,Proliferation of intestinal epithelial cells,1.709965389,CDKN1B;IL10RA;MAPKAPK2;PRSS8
Glucose,Morphogenesis of ear,1.709965389,CHD7;FZD3;GRHL3;HOXA2;INSIG1;VANGL2
Glucose,Sorting of axons,1.705533774,CDKN1B;EBF2
Glucose,Metabolism of glutamine,1.705533774,GFPT2;PPARG
Glucose,G2/M phase of fibroblast cell lines,1.705533774,CDKN1B;PARP1
Glucose,Binding of DNA fragment,1.705533774,CUL4A;PARP1
Glucose,Mono-ubiquitination of protein,1.705533774,NEDD4;UBE2W
Glucose,Proliferation of melanocytes,1.705533774,NRAS;SLC7A11
Glucose,Lack of notochord,1.705533774,SHH;TEAD1
Glucose,G2/M phase of embryonic cell lines,1.705533774,CDKN1B;PARP1
Glucose,Quantity of reactive oxygen species in liver,1.705533774,CIDEC;SLC7A11
Glucose,Formation of neural precursor cells,1.705533774,FOXO3;SHH
Glucose,Proliferation of pulmonary fibroblasts,1.705533774,FSTL1;OGN
Glucose,Synthesis of DNA,1.70333481,AFAP1L2;CDKN1B;COL14A1;E2F3;MAPKAPK2;RBL1;SH2B1;SHH;TRIO
Glucose,Accumulation of lipid,1.698970004,ATP8B1;CIDEC;COL14A1;CYP19A1;CYP7B1;ELOVL5;GSK3A;INSIG1;LEPR;LPAR1;NFAT5;PPARG;RBL1;SLC7A11
Glucose,Abnormal morphology of exocrine gland,1.694648631,BCL11B;CYP19A1;GSK3A;PARP1;RBL1;SHH;SLC30A2;TGFB1I1
Glucose,Cardiomyopathy,1.694648631,ADRA2A;AKAP13;ATP2A2;BACH1;BNIP3;CACNB2;E2F3;FNIP1;FOXO3;FSTL1;KIFAP3;MAPKAPK2;MYH10;NEDD4;NHLH2;NOTCH3;PARP1;PPARG;RBPJ;SDC1;TEAD1
Glucose,Differentiation of Th2 cells,1.694648631,CDKN1B;IFNAR1;IL12B;NBR1;SHH
Glucose,Exocytosis,1.690369833,ATP2A2;CACNB2;MYH10;SNCA;STXBP1;SYTL4;TSPAN18
Glucose,Morphology of central nervous system cells,1.68613278,S100B;SNCA;SYNCRIP
Glucose,Infection by coronavirus,1.68613278,DPP4;IFNAR1;TMPRSS2
Glucose,Re-entry into cell cycle progression,1.68613278,CDKN1B;E2F3;RBL1
Glucose,Mass of reproductive tract,1.68613278,CDKN1B;CYP19A1;GHRH;SH2B1
Glucose,Size of white adipocytes,1.68613278,ATF2;MRAP2;NR2C2;RBL1
Glucose,Cell death of muscle,1.681936665,BACH1;BNIP3;CACNB2;FOXO3;FSTL1;GHRH;KIFAP3;MAPKAPK2;MYH10;NOTCH3;NRAS;TGFB1I1
Glucose,Lymphopoiesis,1.677780705,ADORA2B;AKT2;ATF2;BCL11B;CCND2;CCR9;CDKN1B;DUSP8;FNIP1;FOXO3;GHRH;IFNAR1;IL10RA;IL12B;LCP1;LEPR;NBR1;NOTCH3;PARP1;PLEKHA1;PPARG;RBL1;RBPJ;SDC1;SHH;TLE4;USP15
Glucose,Development of epithelial cells,1.675717545,BCL11B;CDKN1B;CYP19A1;RBPJ;RILPL1;RILPL2;SHH
Glucose,Development of cerebral hemisphere,1.673664139,HERC1;MYH10;NSUN5;PPARG;PRDM8
Glucose,Proliferation of central nervous system cells,1.669586227,AKT2;BTG2;CDKN1B;FOXO3;PARP1;RBL1;SHH;SNCA
Glucose,Cellular homeostasis,1.66756154,ADGRF5;ADORA2B;ADRA2A;AKT2;ATF2;ATP2A2;BCL11B;BNIP3;CCR9;CDKN1B;CYB561A3;CYP19A1;DUSP8;EZH1;FNIP1;FOXO3;FSTL1;GCK;GHRH;GSK3A;HERC1;IFNAR1;IL10RA;IL12B;KCTD7;LEPR;MCU;NBR1;NOTCH3;NR2C2;PACSIN2;PARP1;PPARG;RBL1;RFX6;SHH;SIK3;SLC20A2;SLC25A46;SLC2A2;SLC30A7;SNCA;STX16;TNFAIP1;TSPAN18;USP15;USP30
Glucose,Abnormal morphology of bone marrow,1.655607726,ATF2;CCND2;PPARG;PTCH2;RBL1
Glucose,Arrest in meiosis,1.655607726,GAL3ST1;NR2C2;PPP2R1B;SETX;SOX30
Glucose,Hyperplasia of islet cells,1.651695137,GCK;PPARG;SH2B1
Glucose,Abnormal morphology of thalamus,1.651695137,ADCY1;CDKN1B;EFNA5
Glucose,Density of synapse,1.651695137,CYP19A1;IQSEC3;SIRPA
Glucose,G1/S phase transition of fibroblast cell lines,1.651695137,CDKN1B;E2F3;FOXO3
Glucose,Expansion of bone marrow cells,1.651695137,FOXO3;NRAS;PPARG
Glucose,Branching of endothelial cells,1.651695137,EVL;PALD1;RBPJ
Glucose,Spatial learning,1.647817482,ADCY1;ADRA2A;DLGAP2;NRAS;NRCAM;PHF8;PTPRD;SLC7A11;SNCA;VDAC1
Glucose,Function of brown adipose tissue,1.638272164,KDM3A;PPARG
Glucose,Atrophy of adipose tissue,1.638272164,AKT2;PPARG
Glucose,Morphogenesis of embryonic epithelial tissue,1.638272164,PCDH8;TGFB1I1
Glucose,Formation of micronuclei,1.638272164,CDKN1B;PARP1
Glucose,Size of adrenal gland,1.638272164,CYP19A1;SHH
Glucose,Recruitment of CD8+ T lymphocyte,1.638272164,IFNAR1;PELI1
Glucose,Phosphorylation of carbohydrate,1.638272164,GCK;PFKFB2
Glucose,Respiration of muscle cells,1.638272164,TEAD1;VDAC1
Glucose,Development of sebaceous glands,1.638272164,ASH1L;RBPJ
Glucose,Knee osteoarthritis,1.638272164,CYP7B1;RBPJ
Glucose,Surgically induced osteoarthritis,1.638272164,CYP7B1;FOXO3
Glucose,Size of adenoma,1.638272164,MAPKAPK2;RAB11A
Glucose,Cell viability of muscle cells,1.638272164,PARP1;SLC7A11
Glucose,Morphology of astrocytes,1.638272164,S100B;SNCA
Glucose,Re-entry into S phase,1.638272164,CDKN1B;PARP1
Glucose,Plasticity of neuronal synapse,1.638272164,S100B;SNCA
Glucose,Osmolality of blood,1.638272164,SLC2A2;STEAP3
Glucose,Abnormal initiation of locomotion,1.63638802,ATP2A2;CYP19A1;NRCAM;SNCA
Glucose,Morphology of telencephalon,1.63638802,AP4E1;FOXO3;FZD3;SHH
Glucose,Formation of brain cells,1.63638802,CYP19A1;FOXO3;PTPRD;SHH
Glucose,Cell cycle progression of progenitor cells,1.63638802,ARHGAP17;E2F3;NRAS;PTCH2
Glucose,Formation of epidermis,1.634512015,ASH1L;GRHL3;PRSS8;PTCH2;RBL1;RBPJ;SHH;VANGL2
Glucose,Organization of cytoplasm,1.623423043,ABI2;ADCY1;ATF2;BCL11B;BLOC1S6;CDKN1B;CEP128;CYP19A1;DBNL;EFNA5;EVL;HERC1;LETMD1;LPAR1;MAPKAPK2;MPDZ;MYH10;NEDD4;NISCH;NRCAM;NRXN1;PACSIN2;PALM;PARP1;PCM1;PTPRD;RANBP10;S100B;SH2B1;SHH;SIRPA;SLC25A46;SLITRK1;SNCA;SNCB;SPTSSB;SS18;TRIO;UPF3B;VANGL2;VDAC1;WDR11;WDR36
Glucose,Hepatic injury,1.621602099,ATP8B1;BNIP3;CAND1;DEPDC5;FAAH;GSK3A;TRIM37
Glucose,Growth failure,1.619788758,AKAP13;ATF2;DACT3;EBF2;EIF4G2;ERCC5;GCK;GHRH;KAT2B;LPAR1;NEDD4;NFAT5;NOTCH3;PPARG;RBL1;RBMS1;RBPJ;SH2B1;SHH;SS18;TEAD1;TLE4;VDAC1;ZFP36
Glucose,Cellularity,1.617982957,CDKN1B;NOTCH3;PARP1;PPARG;SHH
Glucose,Cellularity of thymus gland,1.616184634,CDKN1B;NOTCH3;SHH
Glucose,Damage of cerebral cortex,1.616184634,CYP19A1;LEPR;PPARG
Glucose,Function of CD8+ T lymphocyte,1.616184634,GSK3A;IFNAR1;IL12B
Glucose,Metabolism of catecholamine,1.616184634,SLITRK1;SNCA;SNCB
Glucose,Formation of lens,1.616184634,ABI2;COL18A1;RBPJ
Glucose,Vascular malformation,1.616184634,NEDD4;NOTCH3;RBPJ
Glucose,Hypoplasia of exocrine gland,1.616184634,CDKN1B;NHLH2;SH2B1
Glucose,Visceromegaly,1.614393726,ABCD3;ADRA2A;AGL;AKAP13;ATP2A2;BNIP3;CDKN1B;CYP19A1;DEPDC5;DPP4;FNIP1;FOXO3;IFNAR1;LEPR;MAPKAPK2;MYH10;NOTCH3;NRAS;OCIAD1;PARP1;PPARG;PTCH2;SDC1;SIRPA;SS18;TEAD1;ZFP36
Glucose,Flow of blood,1.612610174,CDKN1B;LEPR;NOTCH3;SHH
Glucose,Generation of bone marrow-derived macrophages,1.612610174,AKAP13;ATP2A2;FAAH;RBPJ
Glucose,Memory,1.609064893,ADCY1;ADORA2B;BLOC1S6;BTBD9;CCND2;CYP19A1;LEPR;PCM1;PHF8;S100B;SLC7A11;SNCA;VPS13B
Glucose,Morphology of urinary system,1.607303047,CDKN1B;CYP19A1;GRHL3;NFAT5;PPARG;SIK3;TULP3
Glucose,Inflammation of gastrointestinal tract,1.600326279,AKT2;CCR9;CYP19A1;FAAH;FNDC4;FOXO3;Gbp2;GPNMB;IL10RA;IL12B;MAPKAPK2;PARP1;PPARG;PRSS8;SLC7A11;STK38;URI1;USP47
Glucose,Transformation of lymphatic system cells,1.598599459,CCND2;FOXO3;TRAPPC9;TRIO;VPS13B
Glucose,Apoptosis of germ cells,1.598599459,CUL4A;CYP19A1;GAL3ST1;IFNAR1;KDM3A;SETX;SOX30;VPS13B
Glucose,Transport of metal,1.596879479,ATP2A2;CACNA2D1;CDKN1B;CYB561A3;GCK;MCU;Mmgt2;NEDD4;PPARG;PRSS8;SFXN1;SLC30A7;SLC7A11;STEAP3
Glucose,Differentiation of neural stem or precursor cells,1.588380294,BTG2;FOXO3;RBPJ;SHH
Glucose,Formation of olfactory bulb,1.588380294,CHD7;EBF2;EFNA5;TRIO
Glucose,Dysfunction of heart,1.588380294,ADRA2A;ATP2A2;BNIP3;CACNB2;E2F3;FNIP1;GSK3A;MAPKAPK2;NOTCH3;RBPJ
Glucose,Abnormal morphology of striatum,1.583359493,PHF8;SNCA;SNCB
Glucose,Abnormality of knee joint,1.583359493,FOXO3;FSTL1;PARP1
Glucose,Morphology of islet cells,1.581698709,AKT2;CCND2;DPP4;GCK;LEPR;PPARG
Glucose,Morphology of cardiac muscle,1.580044252,FOXO3;GSK3A;LEPR;MYH10;PPARG
Glucose,Lower respiratory tract disorder,1.578396073,ADGRF5;AFAP1L2;DBNL;FOXO3;FSTL1;INSIG1;ISM1;PTPRD;RBL1;SHH
Glucose,Inflammation of lung tissue,1.576754126,INSIG1;PPARG
Glucose,Presence of neurons,1.576754126,CDKN1B;CNKSR2
Glucose,Homing of CD4+ T-lymphocytes,1.576754126,CCR9;IL12B
Glucose,Cellular infiltration by monocyte-derived macrophages,1.576754126,GAL3ST1;RBPJ
Glucose,Vasodilation of aortic ring tissue,1.576754126,PPARG;ZFP36
Glucose,Opening of vagina,1.576754126,NHLH2;NR2C2
Glucose,Mean arterial pressure of artery,1.576754126,ATP2A2;CYP19A1
Glucose,Activation of nerves,1.576754126,LEPR;PPARG
Glucose,Quantity of hyaluronic acid,1.576754126,ADORA2B;IFNAR1
Glucose,Cellularity of spleen,1.576754126,CDKN1B;PARP1
Glucose,Quantity of phosphatidylglycerol,1.576754126,ME1;SNCA
Glucose,Infarction,1.573488739,ADORA2B;BACH1;BNIP3;E2F3;FOXO3;FSTL1;LCP1;MAPKAPK2;NEDD4;PARP1;SNCA
Glucose,Fertility,1.571865206,AKAP13;CDKN1B;CUL4A;CYP19A1;EFNA5;FOXO3;KNSTRN;LEPR;NACC1;NHLH2;NR2C2;PARP1;RBL1;SETX;SH2B1;SIK3;UBE2W
Glucose,Infertility,1.571865206,CCND2;CDKN1B;CUL4A;CYP19A1;E2F3;EBF2;FOXO3;GAL3ST1;GSK3A;IGSF11;KDM3A;NHLH2;PPP2R1B;PRDM14;SETX;VPS13B
Glucose,Ingestion by mice,1.568636236,CDKN1B;CIDEC;DPP4;GCK;IMPACT;LEPR;MRAP2;NFAT5;PPARG;SLC30A7
Glucose,Abnormal morphology of epidermis,1.568636236,AKT2;BCL11B;GRHL3;PTPRD;RBL1;SHH;UBE2W
Glucose,T cell response,1.567030709,CDKN1B;IL10RA;IL12B;LEPR;PARP1;PPARG
Glucose,Edema of lung,1.565431096,ADORA2B;ATP2A2;E2F3;PPARG
Glucose,Morphology of ovary,1.565431096,CDKN1B;CYP19A1;GHRH;SH2B1
Glucose,Cell movement of melanoma cell lines,1.565431096,CDKN1B;COL18A1;Gbp2;NRCAM
Glucose,Migration of smooth muscle cells,1.565431096,CDKN1B;LPAR1;MAPKAPK2;PPARG
Glucose,Abnormal morphology of telencephalon,1.560667306,ABI2;COL18A1;IFNAR1;MYH10;PHF8;SHH;SNCA;SNCB;TRIO
Glucose,Quantity of myeloid cells,1.557520231,ADORA2B;CCND2;CDKN1B;CHD8;CUL4A;CYP19A1;FASTK;FOXO3;IFNAR1;ISM1;LCP1;LEPR;MAPKAPK2;MCU;NR2C2;OCIAD1;PARP1;PHF8;PPARG;RBPJ;SDC1;SHH;SIRPA;SNCA;STEAP3;TLE4;UBE2W;ZFP36
Glucose,Excitatory postsynaptic potential,1.554395797,ADCY1;CELF4;DLGAP2;NEDD4;NRXN1;SLC12A5;SNCA
Glucose,Differentiation of T lymphocytes,1.552841969,ADORA2B;ATF2;BCL11B;CCR9;CDKN1B;DUSP8;FOXO3;GHRH;IFNAR1;IL10RA;IL12B;LEPR;NBR1;PARP1;PPARG;SHH;USP15
Glucose,Proliferation of neuroglia,1.552841969,AKT2;FOXO3;LEPR;SHH;SNCA;TULP3
Glucose,Abnormal morphology of oral cavity,1.55129368,CDKN1B;HOXA2;SHH
Glucose,Formation of neuromuscular junctions,1.55129368,COL4A5;KY;NEDD4
Glucose,Morphogenesis of inner ear,1.54515514,CHD7;FZD3;GRHL3;INSIG1;VANGL2
Glucose,Development of artery,1.542118103,ADGRF5;CHD7;COL18A1;MYH10;NOTCH3;RBPJ;SHH
Glucose,Frequency of lymphocytes,1.540607512,CCR9;IFNAR1;PARP1;PLEKHA1;PPARG;SDC1;SIRPA;TG
Glucose,Hyperesthesia,1.537602002,ADCY1;ADRA2A;FZD3;LEPR;LPAR1;S100B
Glucose,Healing of wound,1.530177984,FAAH;GRHL3;LEPR;PARP1;SDC1;SLC7A11;VANGL2
Glucose,Function of macrophages,1.528708289,ADORA2B;IFNAR1;IL12B;LCP1;PARP1;SIRPA;SLC30A2;ZFP36
Glucose,Damage of epithelial tissue,1.527243551,BNIP3;FAAH;FSTL1;IL10RA;MAPKAPK2
Glucose,Morphology of epidermis,1.521433504,CCND2;PPARG;PRSS8;SHH
Glucose,Quantity of multilineage progenitor cells,1.519993057,CDKN1B;CUL4A;NFAT5
Glucose,Spike-wave discharge,1.519993057,ADRA2A;CELF4
Glucose,Hyperplasia of adrenal gland,1.519993057,CDKN1B;CYP19A1
Glucose,Mass of abdominal fat pad,1.519993057,CYP19A1;NR2C2
Glucose,Mating,1.519993057,CYP19A1;NHLH2
Glucose,Formation of cataract,1.519993057,NRCAM;SNCA
Glucose,Lack of vertebrae,1.519993057,NACC1;SHH
Glucose,Biosynthesis of peptide,1.519993057,PCSK5;SLC7A11
Glucose,Quantity of somatotrophs,1.519993057,CDKN1B;GHRH
Glucose,Catalepsy,1.519993057,FAAH;SNCA
Glucose,Development of skeletal muscle tissue,1.519993057,NRAS;SHH
Glucose,Arrest in G2/M phase transition,1.519993057,ATF2;PARP1
Glucose,Autophagy of muscle,1.519993057,BNIP3;FOXO3
Glucose,Hypoplasia of Leydig cells,1.519993057,NHLH2;SH2B1
Insulin,Reinitiation of proliferation of keratinocytes,2.718966633,PRKD1
Insulin,Formation of glutaminergic synapse,2.718966633,CELF4
Insulin,Positioning of hippocampal neurons,2.718966633,DCX
Insulin,Polarity of neural precursor cells,2.718966633,DCX
Insulin,Formation of GABAergic synapse,2.718966633,CELF4
Insulin,Osteopenia of cranium,2.718966633,USP1
Insulin,Sphericalization of left ventricle,2.718966633,BNIP3
Insulin,Synapsis of mouse Y chromosome,2.718966633,PALB2
Insulin,Quantity of IgG1,2.515700161,ARID3A;GLT8D2;Pvr
Insulin,Abnormal morphology of stem cells,2.455931956,ARID3A;KMT2E
Insulin,Desquamation of germ cells,2.417936637,NCOA2
Insulin,Branching of interneurons,2.417936637,DCX
Insulin,Contractility of vascular smooth muscle cells,2.417936637,NCOA2
Insulin,Apoptosis of embryoid body cells,2.417936637,BNIP3
Insulin,Ossification by bone marrow stromal cells,2.417936637,NCOA2
Insulin,Synapsis of mouse X chromosome,2.417936637,PALB2
Insulin,Positive selection of natural killer T lymphocytes,2.417936637,ELK1
Insulin,Onset of degeneration of seminiferous epithelium,2.417936637,NCOA2
Insulin,Size of liposome,2.417936637,NCOA2
Insulin,Thickness of retinal pigment epithelium,2.417936637,SFXN3
Insulin,Disruption of ribbon synapse,2.417936637,SFXN3
Insulin,Repair of colonic epithelium,2.417936637,PLET1
Insulin,Formation of corpus callosum,2.402304814,HERC1;WDR37
Insulin,Formation of acrosome,2.402304814,KMT2E;NCOA2
Insulin,Breakage of chromosomes,2.351639989,PALB2;USP1
Insulin,Bone mineral density of femur,2.319664487,NCOA2;PRKD1
Insulin,Abnormal morphology of male germ cells,2.258060922,KMT2E;NCOA2;USP1
Insulin,Transport of Golgi vesicles,2.241845378,PRKD1
Insulin,Alveologenesis of mammary gland,2.241845378,NCOA2
Insulin,Volume of adipocytes,2.241845378,NCOA2
Insulin,Abnormal morphology of osteoid,2.241845378,USP1
Insulin,Activation of lamellipodia,2.241845378,PRKD1
Insulin,Frequency of iNKT2 cells,2.241845378,Pvr
Insulin,Binding of glucocorticoid response element,2.241845378,NCOA2
Insulin,Bleomycin-induced pulmonary fibrosis,2.137272472,ELK1;TXNDC5
Insulin,Frequency of iNKT1 cells,2.117475462,Pvr
Insulin,Apoptosis of ectodermal cells,2.117475462,PIAS2
Insulin,Formation of bone nodule,2.117475462,PRKD1
Insulin,Formation of RAD51 nuclear focus,2.117475462,PALB2
Insulin,Injury of hepatocytes,2.117475462,BNIP3
Insulin,Quantity of myeloid progenitor cells,2.112945622,ARID3A;KMT2E
Insulin,Abnormal morphology of epididymis,2.054039296,KMT2E;NCOA2
Insulin,Double-stranded DNA break repair of B lymphocytes,2.020907099,PALB2
Insulin,Activation of CD4-positive alpha-beta T cell,2.020907099,STOML2
Insulin,Maturation of spermatids,2.020907099,NCOA2
Insulin,Colonization,2.010105436,NCOA2;Pvr
Insulin,Bone mineral density,1.991399828,NCOA2;PRKD1;USP1
Insulin,Synthesis of cyclic AMP,1.978810701,ADCY9;MRAP2
Insulin,Quantity of bone marrow cells,1.958607315,ARID3A;KMT2E;USP1
Insulin,Binding of interferon-stimulated response element,1.943095149,NCOA2
Insulin,Accumulation of white adipose tissue,1.943095149,NCOA2
Insulin,Abnormal quantity of epinephrine,1.943095149,MRAP2
Insulin,Regeneration of hepatocytes,1.943095149,ELK1
Insulin,Degeneration of testis,1.920818754,NCOA2;USP1
Insulin,Quantity of pro-B lymphocytes,1.910094889,ARID3A;KMT2E
Insulin,Abnormal morphology of spermatids,1.89279003,NCOA2;USP1
Insulin,Expression of reporter protein,1.876148359,NCOA2
Insulin,Binding of PPAR response element,1.876148359,NCOA2
Insulin,Teratozoospermia,1.863279433,KMT2E;NCOA2
Insulin,Abnormal morphology of common lymphoid progenitor cells,1.818156412,ARID3A
Insulin,Hemoglobin concentration distribution width,1.818156412,KMT2E
Insulin,Osteopenia,1.804100348,HERC1;USP1
Insulin,Apoptosis of embryonic cells,1.772113295,BNIP3;PIAS2
Insulin,Quantity of CD11b+ cells,1.76700389,NCOA2
Insulin,Androgen receptor signaling pathway,1.76700389,PIAS2
Insulin,Efflux of Ca2+,1.76700389,WDR37
Insulin,Binding of C/EBP binding site,1.76700389,NCOA2
Insulin,Abnormal morphology of rete testis,1.76700389,NCOA2
Insulin,Quantity of antigen presenting cells,1.73754891,DUSP3;KMT2E;NCOA2;PLET1
Insulin,Quantity of M2-like macrophages,1.721246399,DUSP3
Insulin,Frequency of follicular T helper cells,1.721246399,Pvr
Insulin,Hypoplasia of placenta,1.721246399,NCOA2
Insulin,Development of myeloblasts,1.721246399,KMT2E
Insulin,Biosynthesis of DNA,1.721246399,POLD3
Insulin,Migration of neural precursor cells,1.721246399,DCX
Insulin,Disassembly of extracellular matrix,1.721246399,ADAMTS15
Insulin,Quantity of IgG2a,1.690369833,GLT8D2;Pvr
Insulin,Fertility,1.688246139,KMT2E;NCOA2;PALB2;USP1
Insulin,Abnormal quantity of norepinephrine,1.679853714,MRAP2
Insulin,Repetitive behavior,1.679853714,TCF20
Insulin,G0 phase of fibroblast cell lines,1.679853714,Pvr
Insulin,Quantity of transitional type 1 B lymphocytes,1.643974143,ARID3A
Insulin,Interferon response,1.643974143,NCOA2
Insulin,Absence seizure,1.643974143,CELF4
Insulin,Osteopenia of femur,1.609064893,USP1
Insulin,Muscular atrophy of anterior tibial muscle,1.609064893,BNIP3
Insulin,Cell-cell contact,1.603800653,ADAMTS15;CELF4;KMT2E;Pvr;SFXN3
Insulin,Quantity of crypt cells,1.576754126,PRKD1
Insulin,Abnormal morphology of cauda epididymis,1.576754126,KMT2E
Insulin,Localization of lipid,1.576754126,STOML2
Insulin,Formation of calvaria,1.576754126,ALG2
Insulin,Invasion of melanoma cell lines,1.548213564,Pvr
Insulin,Autophagy of muscle,1.548213564,BNIP3
Insulin,Sumoylation of protein,1.548213564,PIAS2
Insulin,Formation of renal cyst,1.548213564,PRKD1
Insulin,Accumulation of blood platelets,1.548213564,TXNDC5
Insulin,Abnormal absorption of food,1.548213564,MRAP2
Insulin,Spike-wave discharge,1.548213564,CELF4
Insulin,Transcription,1.530177984,ARID3A;ELK1;KMT2E;NCOA2;PIAS2;PRKD1;Psg25 (includes others);TCF20
Insulin,Autophagy of bone marrow-derived macrophages,1.519993057,BNIP3
Insulin,Autophagy of fibroblasts,1.519993057,BNIP3
Insulin,Differentiation of stromal cell lines,1.519993057,ALG2
Insulin,Maturation of chondrocytes,1.519993057,ALG2
Insulin,Migration of fibroblast cell lines,1.476253533,PRKD1;Pvr
Insulin,Differentiation of bone marrow mesenchymal stem cells,1.469800302,HERC1
Insulin,Self-renewal of embryonic stem cell lines,1.469800302,NCOA2
Insulin,Sperm disorder,1.469800302,KMT2E;NCOA2;USP1
Insulin,Energy homeostasis,1.449771647,MRAP2;NCOA2;PRKD1
Insulin,Abnormal morphology of rostral migratory stream,1.447331784,DCX
Insulin,Bone mineral density of vertebral column,1.447331784,NCOA2
Insulin,Quantity of adipose tissue,1.443697499,KMT2E;MRAP2;NCOA2
Insulin,Size of body,1.437707136,ARID3A;CELF4;KMT2E;MRAP2;NCOA2;USP1
Insulin,Blepharitis,1.424812155,KMT2E
Insulin,Abnormal morphology of intestinal villus,1.424812155,PLET1
Insulin,Spermiogenesis,1.415668776,KMT2E;NCOA2
Insulin,Quantity of macrophages,1.406713933,DUSP3;KMT2E;NCOA2
Insulin,Expression of RNA,1.406713933,ARID3A;ELK1;KMT2E;NCOA2;PIAS2;PRKD1;Psg25 (includes others);TCF20
Insulin,Proliferation of embryoblast,1.404503778,PALB2
Insulin,Positive selection of thymocytes,1.404503778,ELK1
Insulin,Loss of germ cells,1.404503778,NCOA2
Insulin,Infiltration by CD3 positive T-lymphocytes,1.404503778,NCOA2
Insulin,Lordosis,1.404503778,NCOA2
Insulin,Abnormal morphology of testis,1.381951903,KMT2E;NCOA2;USP1
Insulin,Abnormal morphology of spermatogonia,1.36552273,USP1
Insulin,Bone mineral density of cortical bone,1.36552273,NCOA2
Insulin,Abnormal morphology of hematopoietic progenitor cells,1.355561411,ARID3A;KMT2E
Insulin,Chondrogenesis,1.347753659,ALG2
Insulin,Depolarization of mitochondria,1.347753659,PRKD1
Insulin,Degranulation of natural killer cells,1.347753659,Pvr
Insulin,Quantity of NAD+,1.329754147,NCOA2
Insulin,Proliferation of pre-T lymphocytes,1.329754147,PRKD1
