Phenotype,Function,p-value (-log10),Genes
Glucose,Development of cataract,1.863279433,NFAT5;NOTCH3
Glucose,Infection by Citrobacter,1.863279433,IL12B;RBPJ
Glucose,Cell cycle progression of long-term hematopoietic stem cells,1.863279433,NRAS;PTCH2
Glucose,Development of neuroepithelial cells,1.863279433,RBPJ;SHH
Glucose,Preterm birth,1.863279433,FAAH;PPARG
Glucose,Survival of follicular B lymphocytes,1.863279433,AKT2;SHH
Glucose,Activation of cyclin-dependent protein kinase,1.863279433,CDKN1B;KAT2B
Glucose,Hyperplasia of respiratory epithelium,1.863279433,CDKN1B;PPARG
Glucose,Bleeding of ovary,1.863279433,CYP19A1;EFNA5
Glucose,Abnormal morphology of renal pelvis,1.863279433,FSTL1;NFAT5
Glucose,Hyperplasia of beta islet cells,1.863279433,GCK;PPARG
Glucose,Transformation of bone marrow cells,1.863279433,CCND2;FOXO3
Glucose,Abnormal morphology of mouth,1.853871964,BCL11B;CDKN1B;CYP19A1;DSPP;HOXA2;IL12B;RBL1;SHH
Glucose,Cell-mediated response of T lymphocytes,1.847711656,CDKN1B;IL10RA;IL12B;PARP1
Glucose,Adhesion of neuronal cells,1.847711656,COL4A5;KY;NEDD4;NRXN1
Glucose,Abnormal morphology of myeloid progenitor cells,1.847711656,ATF2;CCND2;PTCH2;RBL1
Glucose,Development of pituitary gland,1.847711656,CDKN1B;CYP19A1;GHRH;RBPJ
Glucose,Lipodystrophy,1.841637508,AKT2;ATP2A2;PPARG
Glucose,Abnormal morphology of epithelial cells,1.841637508,ADGRF5;AGL;AKT2;BCL11B;CDKN1B;ERCC5;FSTL1;GRHL3;GSK3A;KNSTRN;PARP1;SIK3
Glucose,Parasitic Infection,1.838631998,AHNAK;Gbp2;IFNAR1;IL10RA;IL12B;KY;SDC1
Glucose,Morphology of body cavity,1.838631998,AKAP13;AKT2;ATP2A2;CCND2;CDKN1B;CYP19A1;CYP7B1;DBNL;DPP4;DUSP8;ERCC5;FOXO3;GCK;GHRH;GSK3A;LEPR;ME1;MYH10;NFAT5;NOTCH3;PARP1;PPARG;RBL1;SH2B1;SHH;SIK3;SLC2A2;SLC7A11;STEAP3;TULP3;UBE2W
Glucose,Development of internal genitalia,1.835647144,ASH1L;CCND2;CDKN1B;CYP19A1;EFNA5;FOXO3;KDM3A;LEPR;NHLH2;NR2C2;PLEKHA1;SETX;SH2B1;SHH;SIK3;SOX30
Glucose,Apoptosis of muscle,1.835647144,BACH1;BNIP3;FOXO3;FSTL1;KIFAP3;MAPKAPK2;MYH10;NOTCH3;NRAS
Glucose,Abnormal morphology of heart ventricle,1.832682665,ADRA2A;ATP2A2;BNIP3;CCND2;DUSP8;FNIP1;MAPKAPK2;MYH10;NFAT5;NOTCH3;PHF8;RBPJ;TEAD1
Glucose,Morphogenesis of embryo,1.829738285,ATF2;CHD7;DSPP;FZD3;HOXA2;NEDD4;PCSK5;RBPJ;SHH;SIK3;TEAD1;TULP3
Glucose,Healing of lesion,1.826813732,FAAH;GRHL3;LEPR;PARP1;SDC1;SHH;SLC7A11;VANGL2
Glucose,Quantity of GPT in blood,1.818156412,AGL;IFNAR1;NR2C2;PHF8;SIK3
Glucose,Ovulation,1.818156412,CCND2;CYP19A1;EFNA5;FOXO3;NR2C2
Glucose,Conversion of cells,1.818156412,BACH1;BCL11B;PARP1;SHH
Glucose,S phase of fibroblast cell lines,1.818156412,CDKN1B;E2F3;NRAS;RBL1
Glucose,Foam cells,1.818156412,ADGRF5;AKAP13;MAPKAPK2;PARP1
Glucose,Expansion of blood cells,1.815308569,CCND2;CDKN1B;FOXO3;IFNAR1;LCP1;LEPR;NOTCH3;NRAS;PARP1;PPARG;SHH
Glucose,Morphogenesis of blood vessel,1.812479279,ADGRF5;CHD7;NEDD4;NOTCH3;RBPJ;SHH
Glucose,Differentiation of Th17 cells,1.809668302,ADORA2B;GHRH;IFNAR1;IL10RA;LEPR;PPARG;USP15
Glucose,Cell movement,1.809668302,ABI2;ADORA2B;AKT2;ASH1L;BCL11B;BTG2;CCR9;CDKN1B;COL18A1;CYP19A1;CYP7B1;DPP4;E2F3;EBF2;EFNA5;EVL;FAAH;FASTK;FNIP1;FSTL1;GAL3ST1;Gbp2;IFNAR1;IL10RA;IL12B;ISM1;LCP1;LEPR;LPAR1;MAPKAPK2;MCU;MYH10;NACC1;NEDD4;NFAT5;NHLH2;NISCH;NOTCH3;NRAS;NRCAM;PACSIN2;PARP1;PCM1;PELI1;PIP4K2C;PPARG;PRSS35;PRSS8;RBPJ;S100B;SDC1;SH2B1;SHH;SIRPA;SYNCRIP;TG;TGFB1I1;TNS3;TRIO;USP47
Glucose,Development of connective tissue cells,1.804100348,ATP2A2;DSPP;FAAH;FOXO3;GPNMB;HOXA2;LPAR1;PARP1;PPARG;RBPJ;SHH;TNS3;WDR11
Glucose,Coping response,1.801342913,GAD2;PHF8;SLITRK1
Glucose,Conduction of nerves,1.801342913,GAL3ST1;LEPR;NRCAM
Glucose,Infection of lung,1.801342913,DPP4;IL12B;TMPRSS2
Glucose,Quantity of anterior pituitary cells,1.801342913,CDKN1B;GHRH;TG
Glucose,Mass of organism,1.798602876,AKT2;ATP8B1;CDKN1B;COL18A1;CYP19A1;DACT3;Dnajb3;E2F3;LEPR;ME1;NCOA3;NISCH;PPARG;PRSS8;SIRPA;SLC7A11;SYTL4;TRAPPC9;ZFP36
Glucose,Interphase of embryonic cell lines,1.795880017,CDKN1B;E2F3;NEDD4;PARP1;RBL1
Glucose,Abnormal morphology of tooth,1.795880017,BCL11B;CDKN1B;DSPP;RBL1;SHH
Glucose,Morphology of blood vessel,1.795880017,CDKN1B;MYH10;NOTCH3;PARP1;PPARG;RBPJ
Glucose,Abnormal morphology of islets of Langerhans,1.795880017,AKT2;CDKN1B;DPP4;PPARG;SLC2A2;SYTL4
Glucose,Development of palate,1.795880017,CHD7;GRHL3;HOXA2;INSIG1;PLEKHA1;SHH
Glucose,Quantity of steroid,1.790484985,AKT2;ATP8B1;CDKN1B;CIDEC;CYP19A1;DENND5B;FOXO3;GCK;GSK3A;HERC1;INSIG1;KDM3A;LEPR;MAPKAPK2;ME1;NHLH2;NR2C2;PARP1;PPARG;RBMS1;SIK3;SLC7A11;TG
Glucose,Long-term memory,1.790484985,ADCY1;ADORA2B;BTBD9;CCND2
Glucose,Abnormality of oral cavity,1.790484985,CDKN1B;HOXA2;PTCH2;SHH
Glucose,Differentiation of stem cells,1.787812396,CDKN1B;EIF4G2;HERC1;KDM3A;NCOA3;NRAS;NRXN1;OCIAD1;PPARG;RBL1;RBPJ;SHH;ZFP36
Glucose,Differentiation of neural cells,1.779891912,AKT2;BCL11B;BTG2;CDKN1B;DAAM2;EBF2;EIF4G1;FOXO3;GIGYF2;HOXA2;IMPACT;NOTCH3;NRXN1;PTPRD;RBPJ;S100B;SHH;TG;TRAPPC9;TULP3;UPF3B
Glucose,Enlargement of islets of Langerhans,1.779891912,DPP4;PPARG
Glucose,Mineralization of fibroblast cell lines,1.779891912,KAT2B;PPARG
Glucose,Influx of macrophages,1.779891912,CYP19A1;IL12B
Glucose,Accumulation of amyloid fibrils,1.779891912,IFNAR1;STXBP1
Glucose,Abnormal morphology of myocardial compact zone,1.779891912,MYH10;NFAT5
Glucose,Abnormal quantity of norepinephrine,1.779891912,MRAP2;SLITRK1
Glucose,Infarction of cerebrum,1.779891912,LCP1;SNCA
Glucose,Proliferation of retinal cells,1.779891912,RBL1;RBPJ
Glucose,Arteriovenous malformation,1.779891912,NOTCH3;RBPJ
Glucose,Apoptosis of cardiomyocytes,1.777283529,BACH1;BNIP3;FOXO3;FSTL1;KIFAP3;MAPKAPK2;MYH10
Glucose,Abnormal morphology of pancreas,1.777283529,AKT2;CDKN1B;DPP4;PPARG;SHH;SLC2A2;SYTL4
Glucose,Morphology of abdominopelvic fat,1.777283529,CIDEC;KDM3A;LEPR;NAA10;NR2C2;SIK3;SLC7A11
Glucose,Circadian rhythm,1.777283529,ADCY1;BLOC1S6;PARP1;PPARG;SETX;SUV39H2
Glucose,G1 phase of fibroblast cell lines,1.774690718,CDKN1B;E2F3;FOXO3;NEDD4;RBL1
Glucose,Morphology of forebrain,1.774690718,AKAP13;AP4E1;FOXO3;FZD3;SHH
Glucose,Mass of brain,1.774690718,AKT2;CDKN1B;CHD8;FOXO3;LEPR
Glucose,Abnormal morphology of left ventricle,1.772113295,ADRA2A;ATP2A2;BNIP3;FNIP1;MYH10;NOTCH3;PHF8;RBPJ
Glucose,Abnormal morphology of thoracic cavity,1.772113295,ADGRF5;ADRA2A;AKAP13;ATF2;ATP2A2;BCL11B;BNIP3;CCND2;CDKN1B;COL18A1;CYP19A1;DBNL;DUSP8;FNIP1;FSTL1;LEPR;MAPKAPK2;MYH10;NFAT5;NOTCH3;PARP1;PHF8;PPARG;PTCH2;PTPRD;RBPJ;SDC1;SHH;SIRPA;SS18;TEAD1;TLE4;ZFP36
Glucose,Quantity of lesion,1.769551079,BTG2;CDKN1B;COL18A1;CYP19A1;GHRH;HUNK;IL12B;ME1;NRAS;PARP1;PPARG;PRSS8;RAB11A;RBL1;TRIM37
Glucose,Dysglycemia,1.764471553,ADRA2A;AKT2;CDKN1B;CYP19A1;DPP4;FOXO3;GCK;LEPR;PPARG;SH2B1;SLC2A2;SLC30A7
Glucose,Maintenance of telomeres,1.761953897,PARP1;RBL1;SUV39H2;YLPM1
Glucose,Differentiation of naive lymphocytes,1.761953897,FNIP1;FOXO3;IFNAR1;IL10RA
Glucose,Abnormal migration of neurons,1.761953897,CDKN1B;EFNA5;MYH10;TRIO
Glucose,Formation of placenta,1.761953897,ADRA2A;CDKN1B;DAAM2;MYH10;PPARG;RBPJ;SS18
Glucose,Abnormal morphology of craniofacial skeleton,1.761953897,HOXA2;RBL1;SHH
Glucose,Apoptosis of granulosa cells,1.761953897,CYP19A1;FOXO3;NR2C2
Glucose,Abnormal morphology of testis,1.754487332,AKT2;CDKN1B;CHD7;CUL4A;CYP19A1;EBF2;GAL3ST1;KDM3A;KNSTRN;NHLH2;SETX;SH2B1;UBE2W;VPS13B
Glucose,Differentiation of CD4+ T-lymphocytes,1.749579998,ADORA2B;DUSP8;GHRH;IFNAR1;IL10RA;LEPR;PPARG;SHH;USP15
Glucose,Transport of molecule,1.742321425,ABCC5;ABCD3;ADRA2A;AKT2;AP3S1;AP4E1;ATF2;ATP2A2;ATP8B1;C1QTNF5;CACNA2D1;CDKN1B;CYB561A3;EBF2;FOXO3;GCK;GHRH;GRIK3;MCU;Mmgt2;MPDZ;NEDD4;NRXN1;PARP1;PPARG;PRSS8;SFXN1;SHH;SLC12A5;SLC1A4;SLC2A2;SLC30A7;SLC6A2;SLC7A11;SNCA;STEAP3;STX16;STXBP1;TG
Glucose,Differentiation of neurons,1.742321425,AKT2;BCL11B;CDKN1B;EBF2;EIF4G1;GIGYF2;HOXA2;IMPACT;NOTCH3;NRXN1;PTPRD;RBPJ;S100B;SHH;TRAPPC9;TULP3;UPF3B
Glucose,Patterning of rostrocaudal axis,1.742321425,BTG2;HOXA2;PCSK5;SHH;TULP3;VANGL2
Glucose,Cell movement of macrophages,1.739928612,CYP19A1;DPP4;FSTL1;GAL3ST1;IL12B;MAPKAPK2;NEDD4;NOTCH3;NRAS;PARP1;PPARG;RBPJ;S100B;SDC1;SIRPA
Glucose,Extraintestinal functional disorder,1.73754891,ADGRF5;AKT2;ATP2A2;DBNL;E2F3;FNIP1;FSTL1;NRXN1;SIK3
Glucose,Quantity of secretory structure,1.73754891,AKT2;CDKN1B;CYP19A1;GHRH;LEPR;SHH;SLC30A7;TG;WDR11
Glucose,Formation of skull bone,1.73754891,CHD7;PCSK5;RBPJ;SHH
Glucose,Accumulation of reactive oxygen species,1.73754891,ADGRF5;FAAH;FOXO3;PPARG
Glucose,Paired-pulse facilitation of synapse,1.73754891,BTBD9;GRIK3;PTPRD;VDAC1
Glucose,Delay in initiation of edema of submucosa,1.735182177,PARP1
Glucose,Efferocytosis by subtype 1 conventional dendritic cells,1.735182177,SLC7A11
Glucose,Bleeding of spinal cord,1.735182177,PCSK5
Glucose,Extrusion of chloride,1.735182177,SLC12A5
Glucose,Morphogenesis of rhombomere 3,1.735182177,HOXA2
Glucose,Invasion of neuroepithelial cells,1.735182177,MYH10
Glucose,Growth of adrenal cortex,1.735182177,SHH
Glucose,Area of primary somatosensory cortex,1.735182177,EFNA5
Glucose,Lipoatrophy of hibernating gland,1.735182177,PPARG
Glucose,Migration of cerebellar granule neuron precursor cells,1.735182177,BTG2
Glucose,Inflammation of lung interstitium,1.735182177,INSIG1
Glucose,Cell division of myeloblasts,1.735182177,RBL1
Glucose,Delay in initiation of erosion of epithelial tissue,1.735182177,PARP1
Glucose,Endocytosis of sucrose,1.735182177,SHH
Glucose,Formation of rosettes,1.735182177,TGFB1I1
Glucose,Extension of pseudopodia,1.735182177,EVL
Glucose,Loss of dopaminergic fiber,1.735182177,SNCA
Glucose,ER-nuclear signaling pathway,1.735182177,ATP2A2
Glucose,Presence of meconium,1.735182177,ATF2
Glucose,Lack of granule cells,1.735182177,TRIO
Glucose,Efferocytosis by bone marrow-derived dendritic cells,1.735182177,SLC7A11
Glucose,Size of thalamocortical tract,1.735182177,FZD3
Glucose,Hyperplasia of bronchial epithelial cells,1.735182177,PPARG
Glucose,Accumulation of ascitic fluid,1.735182177,NOTCH3
Glucose,Lipoatrophy of perirenal white adipose tissue,1.735182177,PPARG
Glucose,Endothelial dysfunction of aortic ring tissue,1.735182177,PPARG
Glucose,Differentiation of trunk neural crest cells,1.735182177,SHH
Glucose,Hypoplasia of Rathke's pouch,1.735182177,WDR11
Glucose,Arrest in stage III spermatogenesis of round spermatids,1.735182177,SOX30
Glucose,Formation of GABAergic synapse,1.735182177,CELF4
Glucose,Loss of CD4+ CD8+ T-lymphocytes,1.735182177,PTCH2
Glucose,Delay in initiation of inflammation of intestine,1.735182177,PARP1
Glucose,Growth of mesencephalon,1.735182177,SHH
Glucose,Vasodilation of pial arteriole,1.735182177,PPARG
Glucose,Hypoplasia of optic eminence,1.735182177,WDR11
Glucose,Size of type II amacrine cells,1.735182177,TRPM1
Glucose,Exocytosis of plasma membrane,1.735182177,MYH10
Glucose,Arrest in G2/M phase transition of melanoma cell lines,1.735182177,ATF2
Glucose,Size of adrenal cortex,1.735182177,SHH
Glucose,Binding of anandamide,1.735182177,FAAH
Glucose,Fluidity of mitochondrial membrane,1.735182177,SNCA
Glucose,Disorganization of photoreceptor layer,1.735182177,COL18A1
Glucose,Volume of dorsolateral prostatic lobe,1.735182177,CYP19A1
Glucose,Incomplete separation of telencephalon,1.735182177,WDR11
Glucose,Mitogenesis of oligodendrocyte precursor cells,1.735182177,CDKN1B
Glucose,Ultimate breaking load of flexor tendon,1.735182177,COL14A1
Glucose,Expansion of mammary epithelium,1.735182177,LEPR
Glucose,Formation of paranodes,1.735182177,GAL3ST1
Glucose,Abnormal morphology of abnormally sized ovary,1.735182177,EBF2
Glucose,Size of stroma,1.735182177,CYP19A1
Glucose,Oxygenation of blood,1.735182177,PPARG
Glucose,Export of hyaluronic acid,1.735182177,ABCC5
Glucose,Formation of vascular sprout,1.735182177,COL18A1
Glucose,Gliogenesis of radial glial cells in thoracic neural tube,1.735182177,RBPJ
Glucose,Autoimmune response by Th1 cells,1.735182177,PARP1
Glucose,Quantity of stellate interneurons,1.735182177,CCND2
Glucose,Delay in initiation of disruption of crypt of Lieberkuhn,1.735182177,PARP1
Glucose,Shape of mitochondria,1.735182177,SNCA
Glucose,Abnormal morphology of labium,1.735182177,CYP19A1
Glucose,Relaxation of circular muscle layer,1.735182177,ADORA2B
Glucose,Abnormal morphology of papillary layer,1.735182177,SHH
Glucose,Formation of dermal papilla,1.735182177,SHH
Glucose,Turning of body axis,1.735182177,RBPJ
Glucose,Opening of neuropore,1.735182177,RBPJ
Glucose,Ingestion of red blood cells,1.735182177,IL12B
Glucose,Import of L-cysteine,1.735182177,SLC1A4
Glucose,Delay in regression of blood vessel,1.735182177,COL18A1
Glucose,Formation of genital tubercle,1.735182177,SHH
Glucose,Hypoplasia of olfactory pit,1.735182177,WDR11
Glucose,Morphogenesis of endothelial cell lines,1.735182177,COL18A1
Glucose,Synaptogenesis of Purkinje cells,1.735182177,CYP19A1
Glucose,Delay in initiation of formation of fur,1.735182177,PPARG
Glucose,Stabilization of mouse chromosome 14,1.735182177,PARP1
Glucose,Delay in initiation of ossification of mandible,1.735182177,PCSK5
Glucose,Barrett syndrome,1.735182177,CDKN1B
Glucose,Morphology of liver cell lines,1.735182177,NOTCH3
Glucose,Sniffing,1.735182177,CYP19A1
Glucose,Hyperplasia of adipocytes,1.735182177,LEPR
Glucose,Hypertrophy of type IIx muscle fibers,1.735182177,DEPDC5
Glucose,Area of abdominal adipose tissue,1.735182177,LEPR
Glucose,Arrest in mitosis of erythroid cells,1.735182177,FOXO3
Glucose,Cell division of granule neuron progenitor cells,1.735182177,CDKN1B
Glucose,Switching of M1 macrophages,1.735182177,IL10RA
Glucose,Zinc deficiency,1.735182177,SLC30A7
Glucose,Cell death of white adipocytes,1.735182177,PPARG
Glucose,Degeneration of extracellular matrix,1.735182177,IL12B
Glucose,Spinogenesis of Purkinje cells,1.735182177,CYP19A1
Glucose,Infection of colon,1.735182177,AKT2
Glucose,Loss of synaptic spine,1.735182177,SNCA
Glucose,Size of nigrostriatum,1.735182177,FZD3
Glucose,Density of adipose tissue,1.735182177,LEPR
Glucose,Gliogenesis of astrocyte precursor cells,1.735182177,RBPJ
Glucose,Hypersomnia,1.735182177,SIK3
Glucose,Quantity of Th17/1 cells,1.735182177,IL10RA
Glucose,Delay in initiation of ossification of nasal bone,1.735182177,PCSK5
Glucose,Hypertrophy of type I myofibers,1.735182177,DEPDC5
Glucose,Sphericalization of left ventricle,1.735182177,BNIP3
Glucose,Contraction phase of effector T lymphocytes,1.735182177,CDKN1B
Glucose,Loss of mural cells,1.735182177,NOTCH3
Glucose,Quantity of astrocyte precursor cells,1.735182177,SHH
Glucose,Depletion of noradrenergic neurons,1.735182177,SNCA
Glucose,Hyperactivation of helper T lymphocytes,1.735182177,FOXO3
Glucose,Formation of glutaminergic synapse,1.735182177,CELF4
Glucose,Cellularity of adipocytes,1.735182177,PPARG
Glucose,Arrest in growth of adipose cell lines,1.735182177,PPARG
Glucose,Delay in initiation of loss of goblet cells,1.735182177,PARP1
Glucose,Recruitment of oleic acid,1.735182177,PPARG
Glucose,Penile prolapse,1.735182177,ATP2A2
Glucose,Loss of double-negative T lymphocyte,1.735182177,PTCH2
Glucose,Delay in initiation of emptying of colon,1.735182177,ADORA2B
Glucose,Release of ova,1.735182177,PPARG
Glucose,Apoptosis of foam cells,1.735182177,PARP1
Glucose,Sleep need disorder,1.735182177,SIK3
Glucose,Tinnitus,1.735182177,GAD2
Glucose,Cellularity of medullary cavity,1.735182177,CDKN1B
Glucose,Loss of transitional type 3 B lymphocytes,1.735182177,PTCH2
Glucose,Depletion of osteoblasts,1.735182177,PTCH2
Glucose,Beta-oxidation of lauric acid,1.735182177,CYP19A1
Glucose,Demyelination of dorsal root,1.735182177,LPAR1
Glucose,Generation of cholinergic neurons,1.735182177,SHH
Glucose,Dysfunction of blood platelets,1.735182177,IFNAR1
Glucose,Arrest in G1 phase of mesangial cells,1.735182177,CDKN1B
Glucose,Arrest in development of invariant natural killer T cells,1.735182177,FNIP1
Glucose,Rearrangement of cells,1.735182177,SHH
Glucose,Atrophy of vestibular organ,1.735182177,ATF2
Glucose,Recruitment of CD11b+ cells,1.735182177,LEPR
Glucose,Erythropoiesis of LSK cells,1.735182177,NRAS
Glucose,Release of human herpesvirus 8,1.735182177,RBPJ
Glucose,Quantity of cytotrophoblastic cells,1.735182177,ATF2
Glucose,Lack of styloid process of temporal bone,1.735182177,HOXA2
Glucose,Fatigue of gastrocnemius,1.735182177,FNIP1
Glucose,Priming of gamma-delta T lymphocytes,1.735182177,IL12B
Glucose,Development of cardiopulmonary mesoderm progenitor cells,1.735182177,SHH
Glucose,Acute myocardial infarction,1.735182177,BACH1
Glucose,Morphology of mitochondrial matrix,1.735182177,PPARG
Glucose,Delay in seizures,1.735182177,SLC12A5
Glucose,Exhaustion of myeloid progenitor cells,1.735182177,PTCH2
Glucose,Production of astrocytes,1.735182177,RBPJ
Glucose,Lipoatrophy of inguinal white adipose tissue,1.735182177,PPARG
Glucose,Ventralization of embryonic stem cells,1.735182177,SHH
Glucose,G1 phase of neuroepithelial cells,1.735182177,CDKN1B
Glucose,Cytostasis of neurites,1.735182177,MYH10
Glucose,Formation of mammary duct,1.735182177,LEPR
Glucose,Cell cycle progression of short-term hematopoietic stem cells,1.735182177,PTCH2
Glucose,Erythropoiesis of erythroid cells,1.735182177,NRAS
Glucose,Quantity of proximal tubule cells,1.735182177,FOXO3
Glucose,Stenosis of ureter,1.735182177,FSTL1
Glucose,Delay in allergic diarrhea,1.735182177,IL12B
Glucose,Architecture of mammary gland,1.735182177,SLC30A2
Glucose,Stabilization of lamellipodia,1.735182177,MYH10
Glucose,Induction of oligodendrocytes,1.735182177,SHH
Glucose,Loss of pro-B lymphocytes,1.735182177,PTCH2
Glucose,Adipogenesis of adipose mesenchymal stem cells,1.735182177,PPARG
Glucose,Alpha-synucleinopathy,1.735182177,SNCA
Glucose,Uptake of daunorubicin,1.735182177,PARP1
Glucose,Severe microcephaly,1.735182177,PPARG
Glucose,Firing of cochlear nerve,1.735182177,CACNB2
Glucose,Elimination of melanocyte stem cell,1.735182177,RBPJ
Glucose,Malaria caused by Plasmodium falciparum,1.735182177,IL12B
Glucose,Formation of epicardial adipose tissue,1.735182177,PPARG
Glucose,Vitreal fibroplasia,1.735182177,VPS13B
Glucose,Formation of neuroendocrine system,1.735182177,EBF2
Glucose,Replication of Toxoplasma gondii ME49,1.735182177,Gbp2
Glucose,Electrical resistance of kidney cell lines,1.735182177,MPDZ
Glucose,Internalization of anandamide,1.735182177,FAAH
Glucose,Gynecomastia,1.735182177,CYP19A1
Glucose,Morphogenesis of nervous tissue cell lines,1.735182177,COL18A1
Glucose,Volume of ventral prostatic lobe,1.735182177,CYP19A1
Glucose,Stabilization of mouse chromosome 4,1.735182177,PARP1
Glucose,Clearance of norepinephrine,1.735182177,SLC6A2
Glucose,Exit from cell cycle progression of neural stem cells,1.735182177,SS18
Glucose,Elimination of melanoblasts,1.735182177,RBPJ
Glucose,Entry into S/G2 phase transition of T lymphocytes,1.735182177,SHH
Glucose,Conduction of motor neurons,1.735182177,EBF2
Glucose,Mitosis of organ of Corti cells,1.735182177,CDKN1B
Glucose,Long-term potentiation of CA3 neurons,1.735182177,PTPRD
Glucose,Infection of cecum,1.735182177,AKT2
Glucose,Dysfunction of CA1 neuron,1.735182177,SNCA
Glucose,Development of dental cord,1.735182177,SHH
Glucose,Regulation of eicosanoid,1.735182177,SLC30A7
Glucose,Translocation of ADP,1.735182177,VDAC1
Glucose,Differentiation of pancreatic epsilon cell,1.735182177,RFX6
Glucose,Morphology of paranodal junctions,1.735182177,GAL3ST1
Glucose,Bronchointerstitial pneumonia,1.735182177,DPP4
Glucose,Branching of tubular cells,1.735182177,COL18A1
Glucose,Development of corticospinal neurons,1.735182177,BCL11B
Glucose,Commitment of keratinocytes,1.735182177,RBPJ
Glucose,Activation of lymph node cells,1.735182177,TG
Glucose,Loss of myeloid progenitor cells,1.735182177,PTCH2
Glucose,Delay in ossification of vertebrae,1.735182177,PCSK5
Glucose,Thyroid dyshormonogenesis,1.735182177,TG
Glucose,Antibody-dependent cell-mediated cytotoxicity of melanoma cell lines,1.735182177,SIRPA
Glucose,Lack of inner root sheath,1.735182177,SHH
Glucose,Conjugation of arachidonic acid,1.735182177,FAAH
Glucose,Differentiation of transit amplifying progenitor cells,1.735182177,RBPJ
Glucose,Organogenesis of heart,1.735182177,SHH
Glucose,Mild lipodystrophy,1.735182177,ATP2A2
Glucose,Protective immunity of Th17 cells,1.735182177,LEPR
Glucose,Expansion of erythroblasts,1.735182177,IFNAR1
Glucose,Volume of lumen,1.735182177,CYP19A1
Glucose,Neurodegeneration of nigrostriatal dopamine system neuron,1.735182177,SNCA
Glucose,Premature senescence of decidual cells,1.735182177,FAAH
Glucose,Exhaustion of multipotential hemopoietic progenitor cells,1.735182177,PTCH2
Glucose,Transport of embryo,1.735182177,FAAH
Glucose,Hypertrophy of type IIa myofibers,1.735182177,DEPDC5
Glucose,Growth of corticotrophic adenoma,1.735182177,NR2C2
Glucose,Depletion of dopaminergic neurons,1.735182177,SNCA
Glucose,Abnormal morphology of rhombomere 2,1.735182177,HOXA2
Glucose,Hyperkeratosis of nail,1.735182177,ATP2A2
Glucose,Nephrogenic diabetes insipidus,1.735182177,NFAT5
Glucose,Hydrolysis of anandamide,1.735182177,FAAH
Glucose,Bone mineral density of lumbar vertebral column,1.735182177,CYP7B1
Glucose,Stabilization of mouse chromosome 5,1.735182177,PARP1
Glucose,Attachment of red blood cells,1.735182177,SIRPA
Glucose,Transformation of retinal progenitor cells,1.735182177,RBL1
Glucose,Invasion of bone marrow cell lines,1.735182177,SLC7A11
Glucose,Delay in initiation of extension of vascular plexus,1.735182177,EVL
Glucose,Volume of epithelial tissue,1.735182177,CYP19A1
Glucose,Accumulation of bile salt,1.735182177,ATP8B1
Glucose,Cutaneous albinism,1.735182177,NAA10
Glucose,Accumulation of memory precursor T lymphocytes,1.735182177,FOXO3
Glucose,Switching of M2 macrophages,1.735182177,IL10RA
Glucose,Density of plasma membrane projections,1.735182177,LEPR
Glucose,Quantity of femur,1.735182177,GPNMB
Glucose,Development of nuclear cataract,1.735182177,NFAT5
Glucose,Degeneration of GABAergic neurons,1.735182177,SHH
Glucose,Autoimmune response of Th17 cells,1.735182177,LEPR
Glucose,Restlessness,1.735182177,LEPR
Glucose,Transmigration of breast cell lines,1.735182177,MYH10
Glucose,Familial Parkinson disease,1.735182177,SNCA
Glucose,Morphology of prostatic utricle,1.735182177,CYP19A1
Glucose,Delivery of macrophages,1.735182177,IFNAR1
Glucose,Multinucleation of liver cell lines,1.735182177,NOTCH3
Glucose,Dopamine dysregulation syndrome,1.735182177,SNCA
Glucose,Late preterm birth,1.735182177,PPARG
Glucose,Penetration of microtubules,1.735182177,MYH10
Glucose,Loss of transitional 1 B lymphocytes,1.735182177,PTCH2
Glucose,Movement of pro-B lymphocytes,1.735182177,LCP1
Glucose,Arrest in cell cycle progression of adipose cell lines,1.735182177,PPARG
Glucose,Bilateral hydronephrosis,1.735182177,NFAT5
Glucose,Arrest in G1/S phase transition of T lymphocytes,1.735182177,NFAT5
Glucose,Susceptibility to clinical strain hCoV-EMC infection,1.735182177,DPP4
Glucose,Mobilization of myeloid progenitor cells,1.735182177,PTCH2
Glucose,Migration of chondrocytes,1.735182177,NACC1
Glucose,Mechanical hypersensitivity of neurons,1.735182177,CACNA2D1
Glucose,Lesioning of knee joint,1.735182177,PARP1
Glucose,Infection of ependymal cells,1.735182177,IFNAR1
Glucose,Severe intrauterine growth retardation,1.735182177,RBPJ
Glucose,Development of vestibulocochlear cranial nerve ganglion,1.735182177,SHH
Glucose,Edema of ejaculatory duct,1.735182177,CYP19A1
Glucose,Exocytosis of inner hair cells,1.735182177,CACNB2
Glucose,Severe non-insulin-dependent diabetes mellitus,1.735182177,LEPR
Glucose,Binding of liver cell lines,1.735182177,COL18A1
Glucose,Hyperplasia of lumen,1.735182177,CYP19A1
Glucose,Disorganization of accessory olfactory bulb,1.735182177,BCL11B
Glucose,Development of vomeronasal organ,1.735182177,BCL11B
Glucose,Formation of Lewy neurites,1.735182177,SNCA
Glucose,Onset of proliferation of podocytes,1.735182177,CDKN1B
Glucose,Growth of Candida albicans ATCC 90028,1.735182177,IFNAR1
