Phenotype,Function,p-value (-log10),Genes
Bodycomposition,Differentiation of T lymphocytes,2.04383157,DICER1;DNMT3A;ENTPD1;FADD;FOXP1;GHRH;LEPR;MPZL2;PPARG;PPP2R2A;RUNX2;SYK;TFAP4;TFEB;USP15;USP38;XRCC5
Bodycomposition,Energy homeostasis,2.042871802,AMPD3;DICER1;DMD;FOXP2;IRAK2;LEPR;NAA10;NCOA1;NUCKS1;PPARG;RUNX2;SIK3;VDR
Bodycomposition,Thickness of muscle,2.037157319,FOXP1;LEPR;PPARG
Bodycomposition,Quantity of monounsaturated fatty acids,2.037157319,ELOVL5;SLC30A7;VDR
Bodycomposition,Size of islet cells,2.037157319,DGKD;TCF7L2;VDR
Bodycomposition,Quantity of chondrocytes,2.037157319,DICER1;SIK3;VDR
Bodycomposition,Accumulation of fat,2.037157319,GYS2;PPARG;SLC40A1
Bodycomposition,Glucose tolerance,2.036684489,AKT2;CISD2;DGKD;DLK1;ELOVL5;FST;LEPR;NUCKS1;PER2;PPARG;SGMS1;SIK3;SLC30A7;TCF7L2;VDR
Bodycomposition,Cell viability of connective tissue cells,2.029653124,AKT2;FOS;MAP3K1;PER2;PPARG;XRCC5
Bodycomposition,Mass of genitourinary system,2.023191663,AKT2;CCND2;CISD2;CNOT7;DDHD1;FOS;GAS7;GHRH;IMMP2L;NAA10;PPARG;PPP3CA;SIK3;SUN1;UBE3A;VDR
Bodycomposition,Abnormal morphology of thorax,2.020451625,BECN1;CCND2;CISD2;DICER1;DMD;EPAS1;F2;FADD;FGF10;FLNB;FOS;FOXP1;FOXP2;FST;ITCH;LEPR;MAP3K1;MECOM;NCOR2;PBX3;PPARG;PPP3CA;PTH1R;RUNX2;SIK3;SLC40A1;SYK;TEAD1;TLE4;TWF1;VDR;XRCC5
Bodycomposition,Adipogenesis,2.013676223,AKT2;E2F3;NCOR2;PPARG;PUM2;TCF7L2;TULP3;VDR
Bodycomposition,Neonatal death,2.011441043,CBX4;DGKD;DLK1;EPAS1;F2;FGF10;FOS;FST;MAGI2;NTRK2;PBX3;PTH1R;RUNX2;SIK3;SUN1;SYK;SYNE2;TCF7L2
Bodycomposition,Mass of fetal organism,2.006123085,AKT2;E2F3;FOS;FST
Bodycomposition,Abnormal morphology of skull vault,2.006123085,FLNB;NAA10;PTH1R;RUNX2
Bodycomposition,Damage of renal tubule,2.006123085,DICER1;FUT4;LEPR;TFEB
Bodycomposition,Morphogenesis of gastrointestinal tract,2.006123085,FGF10;RUNX2;SFRP2;TCF7L2
Bodycomposition,Development of head,2,BBS2;CCND2;CELSR1;CHRNB2;CISD2;DICER1;DLGAP4;DMXL2;DNMT3A;EMX1;ENTPD1;FGF10;FOXP2;FST;FZD3;GHRH;IMMP2L;MAP3K1;MECOM;MTA1;MYO6;NCOR2;NTRK2;PCSK5;PLXNB2;PPARG;PPP3CA;RSU1;RUNX2;SUN1;TCF20;TCF7L2;TMEM108;TULP3;VPS13B
Bodycomposition,Feeding,2,CACNA2D2;CISD2;EPAS1;FOXP2;LEPR;NCOR2;NTRK2;NUCKS1;PER2;PPARG;RSPO1;SIK3;SYT1;VDR
Bodycomposition,Concentration of ATP,1.995678626,AKT2;ENTPD1;IMMP2L;LEPR;PER2;PPARG;SLC40A1
Bodycomposition,Morphology of beta islet cells,1.991399828,AKT2;CCND2;PPARG;PPP3CA;TCF7L2;VDR
Bodycomposition,Patterning of rostrocaudal axis,1.991399828,CELSR1;KMT2A;MLLT3;PCSK5;SFRP2;TULP3
Bodycomposition,Hypoplasia of uterus,1.991399828,NHLH2;RBMS1;VDR
Bodycomposition,Survival of organism,1.991399828,AKT2;BECN1;CCND2;DICER1;DMD;DUSP3;E2F3;EHMT1;F2;FADD;FOS;FST;GABRA2;Gulo;IDE;ITCH;LEPR;MCU;NCOA1;NCOR2;NTRK2;PER2;PPARG;RUNX2;SLC40A1;SUN1;SYK;TFEB;TNKS;USP38;XRCC5
Bodycomposition,Size of connective tissue cells,1.987162775,BBS2;DLK1;F2;IRAK2;NCOR2;PPARG;PTH1R;SIK3;VDR
Bodycomposition,Development of sarcoma,1.982966661,ARID4B;BECN1;FOS;PPARG;PTH1R;SSBP2;XRCC5
Bodycomposition,Abnormal morphology of reproductive system,1.974694135,ACSL4;AKT2;ARID4B;BECN1;CNOT7;DDHD1;DLK1;E2F3;ELMO1;FGF10;FOS;MECOM;NCOA1;NHLH2;PER2;PPARG;RBMS1;SUN1;TCF7L2;TFEB;TNKS;UBE2J1;VDR;VPS13B
Bodycomposition,Cell viability of fibroblasts,1.974694135,AKT2;FOS;MAP3K1;PER2;XRCC5
Bodycomposition,Fear memory acquisition,1.966576245,NTRK2;SLC40A1
Bodycomposition,Cell rolling of bone marrow-derived neutrophils,1.966576245,FUT4;SPN
Bodycomposition,Abnormal morphology of preputial gland,1.966576245,NHLH2;PER2
Bodycomposition,Mineralization of limb bone,1.966576245,PTH1R;VDR
Bodycomposition,Development of Wolffian duct,1.966576245,FGF10;GREB1L
Bodycomposition,Abnormal morphology of neurons,1.962573502,BBS2;CCND2;CHRNB2;CSMD3;DBN1;DICER1;EHMT1;ELMOD1;FOXP2;FST;LEPR;MAGI2;NCOA1;NTRK2;PLXNB2;PPP3CA;RAB28;RREB1;SCARB2;STIM2;SUN1;SYNE2;UBE3A
Bodycomposition,Transactivation of RNA,1.958607315,CCND2;E2F3;EPAS1;LEPR;NCOR2;PPARG;RUNX2;VDR
Bodycomposition,Abnormality of rib,1.958607315,DLK1;FLNB;FST;KMT2A;RUNX2;SIK3
Bodycomposition,Albuminuria,1.954677021,ELMO1;LEPR;MAGI2;SCARB2;THSD7A
Bodycomposition,Development of epithelial cells,1.950781977,AKAP9;DICER1;EPB41L5;FGF10;FLNB;FNDC3A;MAP3K1
Bodycomposition,Muscular hypertrophy,1.950781977,BECN1;DEPDC5;DICER1;DMD;FST;PPP3CA;TWF1
Bodycomposition,Abnormal morphology of parietal bone,1.950781977,FLNB;RUNX2;SIK3
Bodycomposition,Abnormal morphology of vestibular organ,1.950781977,FGF10;NTRK2;SCARB2
Bodycomposition,Catabolism of ribonucleotide,1.950781977,AMPD3;ENTPD1;GDA
Bodycomposition,Injury of renal tubule,1.950781977,DICER1;FUT4;TFEB
Bodycomposition,Proliferation of neural stem cells,1.950781977,EPAS1;KDM4C;MSI2;PPARG
Bodycomposition,Synthesis of glycogen,1.950781977,AKT2;GYS2;PER2;PPARG
Bodycomposition,Formation of epidermis,1.935542011,CELSR1;DICER1;FGF10;FST;MYSM1;NCOR2;PPP3CA;PUM2
Bodycomposition,Morphology of heart,1.931814138,BECN1;FADD;FOXP1;LEPR;MAP3K1;PPARG;PPP3CA;PPP5C;PTH1R;SLC40A1;TFEB;VDR
Bodycomposition,Respiratory failure,1.924453039,EPAS1;FST;PBX3;PTH1R;RUNX2;SYNE2
Bodycomposition,Quantity of B lymphocytes,1.924453039,ARID4B;DLK1;FBXO11;FOS;FOXP1;ITCH;MPZL2;MYSM1;NCOR2;PPARG;PRKCH;RUNX2;SEMA4D;SPN;SSBP2;SYK;TLE4
Bodycomposition,Formation of cilia,1.920818754,ABLIM1;AKAP9;BBS2;C9orf72;ELMOD2;FNBP1L;RAB8A;SYNE2
Bodycomposition,Development of central nervous system,1.920818754,BBS2;CCND2;CHRNB2;DICER1;DMXL2;EMX1;ENTPD1;FGF10;FOXP2;FZD3;IMMP2L;MECOM;NCOR2;NTRK2;PBX3;PLXNB2;PPARG;PPP3CA;SUN1;TCF20;TCF7L2;TENM4;TMEM108;TULP3;VPS13B
Bodycomposition,Sensory loss,1.91721463,BBS2;CEP250;CISD2;DMXL2;ELMOD1;FGF10;FST;SCARB2;SLC25A21
Bodycomposition,Growth of epithelial tissue,1.913640169,DICER1;DLK1;E2F3;EPAS1;FGF10;FOS;FOXP1;FOXP2;FST;LEPR;MAGI2;PC;PLXNB2;PPARG;RUNX2;SFRP2;TCF7L2;TULP3;VDR;VSIG4
Bodycomposition,Abnormal morphology of chondrocytes,1.910094889,FLNB;RUNX2;VDR
Bodycomposition,Abnormal morphology of metaphysis,1.910094889,FOS;LRRK1;VDR
Bodycomposition,Differentiation of pneumocytes,1.910094889,FGF10;NCOR2;TNKS
Bodycomposition,Quantity of GH,1.910094889,E2F3;GHRH;SST
Bodycomposition,Damage of mitochondria,1.910094889,FOS;IRAK2;TFEB
Bodycomposition,Abnormal morphology of cerebellum,1.910094889,CACNA2D2;CCND2;CSMD3;FOXP2;NCOA1;RREB1;SUN1;UBE3A
Bodycomposition,Concentration of testosterone,1.906578315,ACSL4;AKT2;CISD2;NCOA1;NHLH2;PER2
Bodycomposition,Proliferation of intestinal epithelial cells,1.896196279,PLXNB2;SFRP2;TCF7L2;VSIG4
Bodycomposition,Quantity of male germ cells,1.89279003,CNOT7;ENTPD1;FOS;NHLH2;SUN1;UBE2J1;VDR
Bodycomposition,Wound,1.89279003,CELSR1;DMD;FST;LEPR;MAP3K1;PER2;PRKCH;SEMA4D;VDR
Bodycomposition,Abdominal lesion,1.89279003,ABLIM1;ACSL4;AKT2;BBS2;BCKDHB;BECN1;DEPDC5;DICER1;DLK1;ELK4;ENTPD1;EPAS1;F2;FADD;FAM120A;FGF10;FOS;FOXP2;FUT4;GCLC;KMT2A;MAGI2;MLLT3;MSI2;OSBPL3;PHF20L1;PLXNB2;PPARG;PRKCH;PUM2;RSPO1;SCARB2;SPN;SSBP2;SYK;TFEB;VDR;XRCC5
Bodycomposition,Size of body,1.88941029,AKT2;AP1G1;ARID4B;BBS2;CACNA2D2;CHN1;CISD2;DLK1;DNMT3A;E2F3;FGF10;FOS;FST;GHRH;LEPR;LRRK1;NTRK2;PDCD6IP;PER2;PPP3CA;PPP5C;PRKCH;RUNX2;SCARB2;SGMS1;SIK3;SUN1;TLE4;UBE2J1;UBE3A;VDR;XRCC5
Bodycomposition,Mineralization of fibroblast cell lines,1.886056648,PPARG;TCF7L2
Bodycomposition,Degeneration of epithelial cells,1.886056648,DICER1;XRCC5
Bodycomposition,Adhesion of nuclear matrix,1.886056648,DMD;EPB41L5
Bodycomposition,Agenesis of seminal vesicle,1.886056648,ARID4B;FGF10
Bodycomposition,Action potential of cardiomyocytes,1.886056648,DNMT3A;TMEM161B
Bodycomposition,Respiratory distress syndrome,1.886056648,EPAS1;NCOR2
Bodycomposition,Number of thoracic vertebra,1.886056648,FST;SFRP2
Bodycomposition,Pupillary light reflex,1.886056648,CHRNB2;NTRK2
Bodycomposition,Abnormal morphology of ear,1.882728704,CHRNB2;CISD2;ELMOD1;FGF10;FOXP2;NTRK2;SCARB2;SUN1
Bodycomposition,Invasion of cells,1.879426069,ABLIM1;ELMO1;ELOVL5;FAM120A;FOS;MECOM;MSI2;NTRK2;PPARG;PPP3CA;PTH1R;RUNX2;SEMA4D;VDR
Bodycomposition,Quantity of islet cells,1.872895202,AKT2;DGKD;FGF10;FST;SLC30A7
Bodycomposition,Ubiquitination of protein,1.869666232,FBXL3;G2E3;GCLC;ITCH;PELI1;PER2;UBE3A;UBE4A
Bodycomposition,Abnormal morphology of thyroid gland,1.869666232,FGF10;PTTG1IP;RUNX2
Bodycomposition,Cell viability of embryonic stem cells,1.869666232,DICER1;EHMT1;XRCC5
Bodycomposition,Abnormality of occipital bone,1.869666232,FLNB;PTH1R;RUNX2
Bodycomposition,Adipogenesis of connective tissue cells,1.869666232,E2F3;PPARG;TCF7L2
Bodycomposition,Proliferation of progenitor cells,1.869666232,AKT2;CCND2;E2F3;F2;FADD;KMT2A;MECOM;PLXNB2;PUM2;RAB23;SFRP2;SYK;XRCC5
Bodycomposition,Quantity of bone cells,1.869666232,DICER1;FOS;LRRK1;PER2;PPARG;PTH1R;RUNX2;SLC40A1;VDR
Bodycomposition,Mass of reproductive tract,1.869666232,GHRH;IMMP2L;UBE3A;VDR
Bodycomposition,Quantity of T lymphocytes,1.869666232,AP1G1;ARID4B;ASCC3;DICER1;DNMT3A;ELK4;FADD;FOS;FOXP2;FUT4;LEPR;MPZL2;MYSM1;PELI1;PRKCH;RUNX2;SEMA4D;SST;SYK;TFEB;TLE4;USP38;VDR;VSIG4;XRCC5
Bodycomposition,Differentiation of epithelial cells,1.860120914,DICER1;EMX1;FGF10;FOS;FST;IL31RA;NCOR2;PPARG;PPP3CA;PRKCH;RUNX2;TNKS
Bodycomposition,Concentration of acylglycerol,1.8569852,AKT2;AP4E1;BBS2;DENND5B;DLK1;E2F3;ELOVL5;F2;GAS7;IRAK2;LEPR;PPARG;PPP3CA;SGMS1;SIK3;TCF7L2;VDR
Bodycomposition,Abnormal morphology of gland,1.847711656,AKT2;ARID4B;BECN1;E2F3;FGF10;NCOA1;NHLH2;PPARG;PTTG1IP;RUNX2;SGMS1;SST;TCF7L2;VDR
Bodycomposition,Diarrhea,1.844663963,ACSL4;DBN1;FOS;RAB8A
Bodycomposition,Branching of mammary duct,1.844663963,FGF10;LEPR;UBE3A;VDR
Bodycomposition,Quantity of adipocytes,1.844663963,DICER1;DNMT3A;NAA10;PPARG
Bodycomposition,Morphogenesis of epithelial tissue,1.841637508,DICER1;EPB41L5;FGF10;FLNB;GREB1L;MAP3K1
Bodycomposition,Abnormal morphology of epidermis,1.838631998,AKT2;CISD2;DICER1;FGF10;FST;SYNE2;VDR
Bodycomposition,Bone mineral density,1.835647144,FLNB;FOS;LRRK1;NAA10;NCOA1;PTH1R;RUNX2;UBE2J1;VDR
Bodycomposition,Exit from cell cycle progression,1.832682665,DICER1;E2F3;MAP3K1
Bodycomposition,Development of mitochondria,1.832682665,BECN1;PPARG;PTH1R
Bodycomposition,Secretion of molecule,1.821023053,AKT2;CHRNB2;ENTPD1;F2;FST;GHRH;MYO6;NTRK2;RHBDD1;RSPO1;SYK;SYT1;TFEB
Bodycomposition,Loss of pyramidal neurons,1.812479279,CHRNB2;NTRK2
Bodycomposition,Mass of extensor digitorum longus muscle,1.812479279,AKT2;DMD
Bodycomposition,Storage of glycogen,1.812479279,DICER1;GYS2
Bodycomposition,Congenital malformation of heart,1.812479279,DICER1;PBX3
Bodycomposition,Differentiation of ameloblasts,1.812479279,FST;RUNX2
Bodycomposition,Muscle contraction,1.809668302,CHRNB2;DICER1;DMD;ENTPD1;MSI2;NTRK2;VDR
Bodycomposition,Size of myofiber,1.795880017,DMD;MSI2;VDR
Bodycomposition,Quantity of pituitary cells,1.795880017,DLK1;GHRH;LEPR
Bodycomposition,Sleep disorders,1.795880017,FOS;PER2;SIK3
Bodycomposition,Enlargement of adipocytes,1.795880017,DNMT3A;LEPR;PPARG
Bodycomposition,Proliferation of glomerular cells,1.795880017,ELMO1;MAGI2;PPP3CA
Bodycomposition,Lifespan of organism,1.793174124,AKT2;BECN1;CACNA2D2;DICER1;DMD;E2F3;FADD;FST;PPP3CA
Bodycomposition,Formation of hair follicle,1.793174124,CELSR1;DICER1;FGF10;FST;MYSM1;PUM2
Bodycomposition,Hyperplasia of anterior tibial muscle,1.790484985,FST
Bodycomposition,Development of nephrogenic zone,1.790484985,PPP3CA
Bodycomposition,Lack of cerebellum fissure,1.790484985,SUN1
Bodycomposition,Bleeding of spinal cord,1.790484985,PCSK5
Bodycomposition,Morphogenesis of bronchiole,1.790484985,FGF10
Bodycomposition,Calcium response of bone marrow-derived mast cells,1.790484985,DBN1
Bodycomposition,Growth of renal cortex,1.790484985,PPP3CA
Bodycomposition,Disruption of seminiferous epithelium,1.790484985,ELMO1
Bodycomposition,Thickness of uterus,1.790484985,FST
Bodycomposition,Lipoatrophy of hibernating gland,1.790484985,PPARG
Bodycomposition,Long-term potentiation of stratum radiatum,1.790484985,UBE3A
Bodycomposition,Activation of single positive thymocytes,1.790484985,FOXP1
Bodycomposition,Involution of blastocyst,1.790484985,G2E3
Bodycomposition,Fibrosis of ventricular tissue,1.790484985,DICER1
Bodycomposition,Remodeling of gastrocnemius,1.790484985,FST
Bodycomposition,Esterification of lysophosphatidylcholine,1.790484985,F2
Bodycomposition,Primary pulmonary hypertension,1.790484985,EPAS1
Bodycomposition,Acidification of Golgi lumen,1.790484985,UBE3A
Bodycomposition,Deformation of atlas,1.790484985,MLLT3
Bodycomposition,Size of thalamocortical tract,1.790484985,FZD3
Bodycomposition,Arrest in G0/G1 phase transition of hematopoietic progenitor cells,1.790484985,FOS
Bodycomposition,Hyperplasia of bronchial epithelial cells,1.790484985,PPARG
Bodycomposition,Lipoatrophy of perirenal white adipose tissue,1.790484985,PPARG
Bodycomposition,Endothelial dysfunction of aortic ring tissue,1.790484985,PPARG
Bodycomposition,Delay in exocytosis of dense-core vesicles,1.790484985,SYT1
Bodycomposition,Iron overload of spleen,1.790484985,SLC40A1
Bodycomposition,Quantity of ipsilateral projection of retinal ganglion cell,1.790484985,DICER1
Bodycomposition,Delay in initiation of growth of ovarian follicle,1.790484985,IMMP2L
Bodycomposition,Clathrin mediated endocytosis of vesicles,1.790484985,SYT1
Bodycomposition,Quantity of 15-hydroxyeicosatetraenoic acid,1.790484985,SLC40A1
Bodycomposition,Vasodilation of pial arteriole,1.790484985,PPARG
Bodycomposition,Lack of colon,1.790484985,FGF10
Bodycomposition,Area of chondrocytes,1.790484985,VDR
Bodycomposition,Growth of outer stripe of outer medulla,1.790484985,PPP3CA
Bodycomposition,Apoptosis of CD34+ cells,1.790484985,F2
Bodycomposition,Width of zone of proliferation,1.790484985,FOS
Bodycomposition,Apoptosis of bone marrow precursor cells,1.790484985,KMT2A
Bodycomposition,Exhaustion of LSK cells,1.790484985,MYSM1
Bodycomposition,Expansion of mammary epithelium,1.790484985,LEPR
Bodycomposition,Cell movement of glioma cells,1.790484985,SFRP2
Bodycomposition,Quantity of Bifidobacterium,1.790484985,VDR
Bodycomposition,Oxygenation of blood,1.790484985,PPARG
Bodycomposition,Colony formation of stromal cells,1.790484985,PPP3CA
Bodycomposition,Hyperpolarization of mitochondrial membrane,1.790484985,SGMS1
Bodycomposition,Quantity of stellate interneurons,1.790484985,CCND2
Bodycomposition,Degeneration of hepatocytes,1.790484985,XRCC5
Bodycomposition,Development of layer V,1.790484985,NTRK2
Bodycomposition,Proliferation of transitional epithelium,1.790484985,FGF10
Bodycomposition,Formation of pathological cyst in epididymis,1.790484985,FGF10
Bodycomposition,Myelination of dorsal root,1.790484985,DICER1
Bodycomposition,Disruption of lysosome,1.790484985,BECN1
Bodycomposition,Formation of fibrin thrombus,1.790484985,VDR
Bodycomposition,Delay in G1 phase of bone cell lines,1.790484985,RUNX2
Bodycomposition,Delay in initiation of formation of fur,1.790484985,PPARG
Bodycomposition,Hypertrophy of quadriceps femoris,1.790484985,FST
Bodycomposition,Delay in initiation of ossification of mandible,1.790484985,PCSK5
Bodycomposition,Tibial fracture,1.790484985,FST
Bodycomposition,Conversion of NAD+,1.790484985,SPN
Bodycomposition,S phase of stem cells,1.790484985,KDM4C
Bodycomposition,Hyperplasia of adipocytes,1.790484985,LEPR
Bodycomposition,Hypertrophy of type IIx muscle fibers,1.790484985,DEPDC5
Bodycomposition,Area of abdominal adipose tissue,1.790484985,LEPR
Bodycomposition,Binding of dexamethasone,1.790484985,SST
Bodycomposition,Differentiation of early lymphoid progenitors,1.790484985,DLK1
Bodycomposition,Aplasia of lacrimal gland,1.790484985,FGF10
Bodycomposition,Mitosis of Th1 cells,1.790484985,FOS
Bodycomposition,Isometric tetanic force of soleus muscle,1.790484985,FST
Bodycomposition,Arrest in G1/S phase transition of bone marrow precursor cells,1.790484985,KMT2A
Bodycomposition,Zinc deficiency,1.790484985,SLC30A7
Bodycomposition,Formation of posterior zygomatic arch,1.790484985,RUNX2
Bodycomposition,Cell death of white adipocytes,1.790484985,PPARG
Bodycomposition,Differentiation of red nucleus neuron,1.790484985,DICER1
Bodycomposition,Development of microvasculature,1.790484985,FLNB
Bodycomposition,Infection of colon,1.790484985,AKT2
Bodycomposition,Long term synaptic depression of medial prefrontal cortex,1.790484985,GRM3
Bodycomposition,Clearance of germ cells,1.790484985,ELMO1
Bodycomposition,Differentiation of serotonergic neurons,1.790484985,DICER1
Bodycomposition,Size of nigrostriatum,1.790484985,FZD3
Bodycomposition,Exit from quiescence of stem cells,1.790484985,DICER1
Bodycomposition,Density of adipose tissue,1.790484985,LEPR
Bodycomposition,Quantity of visceral white adipose tissue,1.790484985,VDR
Bodycomposition,Hypersomnia,1.790484985,SIK3
Bodycomposition,Delay in initiation of ossification of nasal bone,1.790484985,PCSK5
Bodycomposition,Hypertrophy of type I myofibers,1.790484985,DEPDC5
Bodycomposition,Maturation of nephrogenic zone,1.790484985,PPP3CA
Bodycomposition,Degeneration of inner nuclear layer,1.790484985,EPAS1
Bodycomposition,Development of elastic lamina,1.790484985,Gulo
Bodycomposition,Bleeding disorder of yolk sac,1.790484985,F2
Bodycomposition,Size of gastrocnemius,1.790484985,FST
Bodycomposition,Insulin sensitivity of adipocytes,1.790484985,NCOR2
Bodycomposition,Differentiation of effector memory RA-positive cytotoxic T cells,1.790484985,DNMT3A
Bodycomposition,Quantity of cervical vertebra,1.790484985,MLLT3
Bodycomposition,Cellularity of adipocytes,1.790484985,PPARG
Bodycomposition,Permeability of myofiber,1.790484985,DMD
Bodycomposition,Arrest in growth of adipose cell lines,1.790484985,PPARG
Bodycomposition,Recruitment of oleic acid,1.790484985,PPARG
Bodycomposition,Size of cardiac muscle tissue,1.790484985,FADD
Bodycomposition,Degeneration of RPE cells,1.790484985,DICER1
Bodycomposition,Release of ova,1.790484985,PPARG
Bodycomposition,Sleep need disorder,1.790484985,SIK3
Bodycomposition,Mild alopecia,1.790484985,FOS
Bodycomposition,Quantity of long spine,1.790484985,NTRK2
Bodycomposition,Accumulation of nitric oxide,1.790484985,EPAS1
Bodycomposition,Enlargement of white adipocytes,1.790484985,DNMT3A
Bodycomposition,Fusion of dense-core vesicles,1.790484985,SYT1
Bodycomposition,Morphology of neural precursor cells,1.790484985,DLGAP4
Bodycomposition,Size of medium spiny neurons,1.790484985,DICER1
Bodycomposition,Hypertrophy of podocytes,1.790484985,MAGI2
Bodycomposition,Recruitment of CD11b+ cells,1.790484985,LEPR
Bodycomposition,Arrest in branching of lung,1.790484985,DICER1
Bodycomposition,Morphology of mitochondrial matrix,1.790484985,PPARG
Bodycomposition,Development of lateral geniculate nucleus,1.790484985,CHRNB2
Bodycomposition,Calcification of thoracic aorta,1.790484985,VDR
Bodycomposition,Lipoatrophy of inguinal white adipose tissue,1.790484985,PPARG
Bodycomposition,Formation of mammary duct,1.790484985,LEPR
Bodycomposition,Invasion of osteosarcoma cells,1.790484985,PTH1R
Bodycomposition,Activation of inspiratory neurons,1.790484985,PBX3
Bodycomposition,Consumption of nitric oxide,1.790484985,CYGB
Bodycomposition,Response of embryonic stem cells,1.790484985,DICER1
Bodycomposition,Size of myelinated tract,1.790484985,DICER1
Bodycomposition,Adipogenesis of adipose mesenchymal stem cells,1.790484985,PPARG
Bodycomposition,Severe microcephaly,1.790484985,PPARG
Bodycomposition,Development of costameres,1.790484985,DMD
Bodycomposition,Maintenance of mushroom spine,1.790484985,NTRK2
Bodycomposition,Lack of pulmonary artery,1.790484985,FGF10
Bodycomposition,Lack of pulmonary vein,1.790484985,FGF10
Bodycomposition,Acute hyperammonemia,1.790484985,TFEB
Bodycomposition,Degradation of (23S;25R)-1alpha;25-dihydroxyvitamin D3-26;23-lactone,1.790484985,VDR
Bodycomposition,Activation of osteocytes,1.790484985,PTH1R
Bodycomposition,Initiation of development of hair,1.790484985,VDR
Bodycomposition,Handling-induced convulsion,1.790484985,CHRNB2
Bodycomposition,Formation of epicardial adipose tissue,1.790484985,PPARG
Bodycomposition,Vitreal fibroplasia,1.790484985,VPS13B
Bodycomposition,Hypotrophy of cerebral cortex,1.790484985,DICER1
Bodycomposition,Formation of appendicular skeleton,1.790484985,RUNX2
Bodycomposition,Delay in initiation of homologous pairing of chromosomes,1.790484985,SUN1
Bodycomposition,Infection of cecum,1.790484985,AKT2
Bodycomposition,Cleavage of dsRNA,1.790484985,DICER1
Bodycomposition,Survival of glioma cells,1.790484985,SFRP2
Bodycomposition,Fusion of semicircular canal,1.790484985,FGF10
Bodycomposition,Regulation of eicosanoid,1.790484985,SLC30A7
Bodycomposition,Lack of zygomatic arch,1.790484985,RUNX2
Bodycomposition,Hyperplasia of quadriceps femoris,1.790484985,FST
Bodycomposition,Hyperplasia of extensor digitorum longus muscle,1.790484985,FST
Bodycomposition,Formation of exosomes,1.790484985,PDCD6IP
Bodycomposition,Asymmetric division of skeletal muscle satellite cells,1.790484985,DMD
Bodycomposition,Desquamation of endothelial cells,1.790484985,Gulo
Bodycomposition,Congenital hypomyelination,1.790484985,DICER1
Bodycomposition,Morphology of ER-to-Golgi intermediate compartment,1.790484985,SEC23A
Bodycomposition,Perivascular edema,1.790484985,NTRK2
Bodycomposition,Arrest in maturation of osteoblasts,1.790484985,RUNX2
Bodycomposition,Delay in ossification of vertebrae,1.790484985,PCSK5
Bodycomposition,Development of layer II,1.790484985,NTRK2
Bodycomposition,Protective immunity of Th17 cells,1.790484985,LEPR
Bodycomposition,Delay in initiation of invasion of vascular tissue,1.790484985,PTH1R
Bodycomposition,Colony formation of glioma cells,1.790484985,SFRP2
Bodycomposition,Delay in initiation of mineralization of radius,1.790484985,PTH1R
Bodycomposition,Delay in initiation of mineralization of pubic bone,1.790484985,PTH1R
Bodycomposition,Hypertrophy of type IIa myofibers,1.790484985,DEPDC5
Bodycomposition,Hypertrophy of extensor digitorum longus muscle,1.790484985,FST
Bodycomposition,Cell death of corticotroph cells,1.790484985,DICER1
Bodycomposition,Strength of wound,1.790484985,FST
Bodycomposition,Delay in initiation of mineralization of sternum,1.790484985,PTH1R
Bodycomposition,Closure of palate,1.790484985,TCF7L2
Bodycomposition,Ataxia of Purkinje cells,1.790484985,DICER1
Bodycomposition,Accumulation of bone matrix,1.790484985,PTH1R
Bodycomposition,Delay in initiation of mineralization of supraoccipital bone,1.790484985,PTH1R
Bodycomposition,Delay in initiation of mineralization of ischium,1.790484985,PTH1R
Bodycomposition,Delay in initiation of mineralization of metatarsal bone,1.790484985,PTH1R
Bodycomposition,Formation of endothelial angiotube,1.790484985,DLK1
Bodycomposition,Cutaneous albinism,1.790484985,NAA10
Bodycomposition,Iron overload of bone marrow-derived macrophages,1.790484985,SLC40A1
Bodycomposition,Density of plasma membrane projections,1.790484985,LEPR
Bodycomposition,Autoimmune response of Th17 cells,1.790484985,LEPR
Bodycomposition,Arrhythmogenesis,1.790484985,DICER1
Bodycomposition,Restlessness,1.790484985,LEPR
Bodycomposition,Development of plantaris muscle,1.790484985,BECN1
Bodycomposition,Endocytosis of green fluorescent protein,1.790484985,SYT1
Bodycomposition,Contraction of microvascular endothelial cells,1.790484985,F2
Bodycomposition,Development of cervical loop,1.790484985,FGF10
Bodycomposition,Relaxation of myocardium,1.790484985,NTRK2
Bodycomposition,Long-term potentiation of basolateral amygdaloid nucleus,1.790484985,NTRK2
Bodycomposition,Differentiation of ophthalmic motor neurons,1.790484985,DICER1
Bodycomposition,Agenesis of humerus,1.790484985,FGF10
Bodycomposition,Development of layer III,1.790484985,NTRK2
Bodycomposition,Late preterm birth,1.790484985,PPARG
Bodycomposition,Invasion of mesenchymal cells,1.790484985,RUNX2
Bodycomposition,Production of siRNA,1.790484985,DICER1
Bodycomposition,Loss of white matter,1.790484985,NTRK2
Bodycomposition,Mineralization of dermal fibroblasts,1.790484985,RUNX2
Bodycomposition,Arrest in cell cycle progression of adipose cell lines,1.790484985,PPARG
Bodycomposition,Abnormal morphology of prominent ear,1.790484985,CISD2
Bodycomposition,Antioxidative capacity of plasma,1.790484985,Gulo
Bodycomposition,Atrophy of lung,1.790484985,VDR
Bodycomposition,Loss of POMC neurons,1.790484985,DICER1
Bodycomposition,Accumulation of neuronal progenitor cells,1.790484985,DICER1
