Phenotype,Function,p-value (-log10),Genes
Glucose,Quantity of C18:2 fatty acid,1.632644079,LEPR;PPARG
Glucose,Initiation of translation of mRNA,1.632644079,EIF4G2;IMPACT
Glucose,Size of cerebellum,1.632644079,BTG2;CDKN1B
Glucose,Hyperplasia of smooth muscle,1.632644079,Clcnkb;PPARG
Glucose,Abnormal morphology of gonad,1.632644079,AKT2;CDKN1B;CHD7;E2F3;EBF2;EFNA5;FOXO3;KDM3A;LMNA;NHLH2;NR2C2;UBE2W;VPS13B
Glucose,Rho protein signal transduction,1.628932138,LPAR1;TNS3;VANGL2
Glucose,Skin papilloma,1.628932138,ATF2;ATP2A2;NRAS
Glucose,Hypoplasia of lymphoid organ,1.623423043,AKAP13;BCL11B;CDKN1B;NFAT5;TLE4;ZFP36
Glucose,Abnormal morphology of bone marrow,1.621602099,ATF2;CCND2;PPARG;RBL1
Glucose,Morphology of body cavity,1.619788758,AKAP13;AKT2;ATP2A2;CCND2;CDKN1B;DUOXA2;FOXO3;GHRH;LEPR;LMNA;ME1;MYH10;NFAT5;NOTCH3;PARP1;PPARG;RBL1;SIK3;SLC7A11;STEAP3;TULP3;UBE2W
Glucose,Lymphoma,1.612610174,ATF2;BTG2;CCND2;CDKN1B;E2F3;HIPK3;NRAS;PARP1;PPARG;RBL1;SFXN1;ZFP36
Glucose,Expansion of myeloid cells,1.605548319,FOXO3;IFNAR1;NRAS
Glucose,Ischemia of brain,1.605548319,GPX3;LCP1;PARP1
Glucose,S phase of mammary epithelial cells,1.603800653,CDKN1B
Glucose,Morphogenesis of bronchus,1.603800653,TULP3
Glucose,Abnormal morphology of outer medulla,1.603800653,NFAT5
Glucose,Differentiation of cerebellar granule neuron precursor cells,1.603800653,BTG2
Glucose,Ploidy of liver cell lines,1.603800653,NOTCH3
Glucose,Destruction of coccyx,1.603800653,PSTPIP2
Glucose,Hyperplasia of granule neuron progenitor cells,1.603800653,BTG2
Glucose,Activation of sensory nerve,1.603800653,PPARG
Glucose,Re-entry into cell cycle progression of keratinocytes,1.603800653,RBL1
Glucose,Atrophy of dermis,1.603800653,RBPJ
Glucose,Severe congenital hypothyroidism,1.603800653,DUOXA2
Glucose,Formation of white adipose tissue,1.603800653,PPARG
Glucose,Quantity of Blautia coccoides,1.603800653,PARP1
Glucose,Entry into cell cycle progression of fibroblasts,1.603800653,RBL1
Glucose,Total cataract,1.603800653,VPS13B
Glucose,Innervation of inguinal white adipose tissue,1.603800653,LEPR
Glucose,Heterotopic ossification,1.603800653,LEPR
Glucose,Severe ataxia,1.603800653,TRIO
Glucose,Mild hearing loss,1.603800653,VANGL2
Glucose,Delay in initiation of apoptosis of muscle cell lines,1.603800653,SIVA1
Glucose,Radiosensitivity of embryonic cell lines,1.603800653,PARP1
Glucose,Intussusception,1.603800653,CDKN1B
Glucose,Firing of serotonergic neurons in dorsal raphe nucleus,1.603800653,LPAR1
Glucose,Ischemic cerebral infarction,1.603800653,LCP1
Glucose,Colony formation of epithelial cell lines,1.603800653,ATF2
Glucose,Activation of neural stem cells,1.603800653,NOTCH3
Glucose,Transmigration of epithelial cell lines,1.603800653,MYH10
Glucose,Recombination of spermatocytes,1.603800653,PPP2R1B
Glucose,Euglycemia,1.603800653,PPARG
Glucose,Arrest in cell cycle progression of B cell hybridoma cells,1.603800653,CCND2
Glucose,Oncogene-induced senescence of hepatocytes,1.603800653,NRAS
Glucose,Endochondral ossification of cartilage tissue,1.603800653,RBPJ
Glucose,Repair of hindlimb,1.603800653,LEPR
Glucose,Abnormal initiation of cell cycle progression of epithelial cells,1.603800653,RAB11A
Glucose,Release of HIV-1,1.603800653,CHMP3
Glucose,Vasodilation of basilar artery,1.603800653,PPARG
Glucose,Differentiation of luteal cells,1.603800653,CDKN1B
Glucose,Acute decompensated heart failure,1.603800653,RBPJ
Glucose,Doxorubicin-induced focal segmental glomerular sclerosis,1.603800653,BTG2
Glucose,Formation of cerebral aneurysm,1.603800653,PPARG
Glucose,Variation QT syndrome,1.603800653,NHLH2
Glucose,Rupture of cerebral aneurysm,1.603800653,PPARG
Glucose,Length of mandible,1.603800653,LMNA
Glucose,Differentiation of alveolar duct,1.603800653,CCND2
Glucose,Arrest in G1 phase of myotube,1.603800653,CDKN1B
Glucose,Spongy degeneration of central nervous system of white matter,1.603800653,ASPA
Glucose,Generation of B-1b lymphocytes,1.603800653,AKT2
Glucose,Quantity of 13(S)-hydroxyoctadecadienoic acid,1.603800653,LEPR
Glucose,Structure of atherosclerotic lesion,1.603800653,PARP1
Glucose,Hypoleptinemia,1.603800653,LEPR
Glucose,Compound action potential of optic nerve,1.603800653,IFNAR1
Glucose,Exocytosis by hippocampal neurons,1.603800653,STXBP1
Glucose,Progressive hydronephrosis,1.603800653,NFAT5
Glucose,Inflammation of coccyx,1.603800653,PSTPIP2
Glucose,Disruption of retina,1.603800653,RBL1
Glucose,Loss of multipotential hemopoietic progenitor cells,1.603800653,IFNAR1
Glucose,Function of adipocytes,1.603800653,PARP1
Glucose,Mass of adipocytes,1.603800653,PPARG
Glucose,Megaloblastic anemia,1.603800653,CCND2
Glucose,Necrospermia,1.603800653,VPS13B
Glucose,Lifespan of granulosa cells,1.603800653,CDKN1B
Glucose,Area of external granular layer,1.603800653,BTG2
Glucose,Cell cycle progression of chondrocytes,1.603800653,RBL1
Glucose,Density of vertebrae,1.603800653,LMNA
Glucose,Apoptosis of connective tissue type mast cells,1.603800653,FOXO3
Glucose,Quantity of sebaceous glands,1.603800653,AKT2
Glucose,Metabolism of acetate,1.603800653,ASPA
Glucose,Volume of nucleus,1.603800653,LMNA
Glucose,Latency of T-cell non-Hodgkin lymphoma,1.603800653,NRAS
Glucose,Exchange of chloride,1.603800653,SLC26A2
Glucose,Modification of reticular matrix,1.603800653,IFNAR1
Glucose,Docking of dense-core vesicles,1.603800653,STXBP1
Glucose,Apoptosis of mucosal mast cells,1.603800653,FOXO3
Glucose,Formation of epiphyseal cartilage,1.603800653,IFNAR1
Glucose,Cell cycle progression of oligodendrocyte precursor cells,1.603800653,CDKN1B
Glucose,Function of fibroblast cell lines,1.603800653,PPARG
Glucose,Quantity of V gamma 4 T cells,1.603800653,RBPJ
Glucose,Patterning of neuronal progenitor cells,1.603800653,E2F3
Glucose,Abnormal morphology of common cardinal vein,1.603800653,RBPJ
Glucose,Generation of B-1a lymphocytes,1.603800653,AKT2
Glucose,Presence of pyramidal neurons,1.603800653,CDKN1B
Glucose,Damage of red blood cells,1.603800653,FOXO3
Glucose,Proliferation of skin,1.603800653,AKT2
Glucose,Development of ovarian cyst,1.603800653,AKT2
Glucose,Uptake of norepinephrine,1.603800653,SLC6A2
Glucose,Degeneration of meniscus,1.603800653,FOXO3
Glucose,Exocytosis of dense-core vesicles,1.603800653,STXBP1
Glucose,Penetrance of T-cell non-Hodgkin lymphoma,1.603800653,NRAS
Glucose,Metabolism of malic acid,1.603800653,ME1
Glucose,Proliferation of glioma stem cells,1.603800653,RBPJ
Glucose,Morphology of aortic root,1.603800653,MYH10
Glucose,Adhesion of muscle cell lines,1.603800653,SDC1
Glucose,Mobility of neutrophils,1.603800653,PPARG
Glucose,Injury of parotid gland,1.603800653,IFNAR1
Glucose,Exit from cell cycle progression of lens fiber cells,1.603800653,CDKN1B
Glucose,Delay in ossification of limb,1.603800653,PCSK5
Glucose,Binding of DR1 response element,1.603800653,NR2C2
Glucose,Development of olfactory nerve,1.603800653,CHD7
Glucose,Homeostasis of K+,1.603800653,KCTD7
Glucose,Accumulation of protein fragment,1.603800653,ABCC5
Glucose,Cell death of glioma stem cells,1.603800653,RBPJ
Glucose,Exit from cell cycle progression of granule neuron progenitor cells,1.603800653,ARHGAP17
Glucose,Development of retinothalamic projections,1.603800653,EFNA5
Glucose,Differentiation of adipose stromal cells,1.603800653,PARP1
Glucose,Expansion of invariant natural killer T cells,1.603800653,PPARG
Glucose,Organization of retina,1.603800653,CDKN1B
Glucose,Abnormal morphology of corticotroph cells,1.603800653,SYTL4
Glucose,Proliferation of sensory progenitor cells,1.603800653,CDKN1B
Glucose,Exit from cell cycle progression of trophoblast cells,1.603800653,CDKN1B
Glucose,Transformation of myeloid progenitor cells,1.603800653,FOXO3
Glucose,Recruitment of Th1 cells,1.603800653,PELI1
Glucose,Morphogenesis of granule neuron progenitor cells,1.603800653,FZD3
Glucose,Loss of heparan sulfate,1.603800653,LEPR
Glucose,Loss of vascular smooth muscle cells,1.603800653,LMNA
Glucose,Quantity of transit amplifying progenitor cells,1.603800653,CDKN1B
Glucose,Arrest in mid S phase of fibroblast cell lines,1.603800653,NRAS
Glucose,Abnormal morphology of enamel knot,1.603800653,BCL11B
Glucose,Abnormal morphology of secondary lens fiber cells,1.603800653,NRCAM
Glucose,Permeability transition of mitochondrial membrane,1.603800653,BTG2
Glucose,Chemorepulsion of commissural neurons,1.603800653,NRCAM
Glucose,Length of myotube,1.603800653,NRAS
Glucose,Formation of frontal hematoma,1.603800653,LPAR1
Glucose,Density of myofiber,1.603800653,NRAS
Glucose,Size of ovarian cyst,1.603800653,AKT2
Glucose,Mild hyperinsulinism,1.603800653,AKT2
Glucose,Polarization of stereocilia bundles,1.603800653,VANGL2
Glucose,Maturation of marginal-zone B lymphocytes,1.603800653,LCP1
Glucose,Proliferation of melanotrophs,1.603800653,CDKN1B
Glucose,Immune complex-mediated inflammatory arthritis,1.603800653,FOXO3
Glucose,Attachment of blastocyst,1.603800653,VANGL2
Glucose,Development of tertiary lymphoid structure,1.603800653,IFNAR1
Glucose,Production of West Nile virus,1.603800653,IFNAR1
Glucose,Number of tubular cells,1.603800653,FOXO3
Glucose,Mild hyperglycemia,1.603800653,AKT2
Glucose,Conversion of inflammatory macrophages,1.603800653,BACH1
Glucose,Iodide organification defect,1.603800653,DUOXA2
Glucose,Memory suppression,1.603800653,ADCY1
Glucose,Adult onset transitory hindlimb paralysis,1.603800653,NRCAM
Glucose,Proliferation of RPE cells,1.603800653,RBPJ
Glucose,Permeability of small intestine tissue,1.603800653,ATF2
Glucose,Apoptosis of embryoid body cells,1.603800653,BNIP3
Glucose,Infection of ependyma,1.603800653,IFNAR1
Glucose,Thickening of myocardium,1.603800653,AKAP13
Glucose,Conversion of M2 macrophages,1.603800653,BACH1
Glucose,Thickness of skeletal muscle,1.603800653,NRAS
Glucose,Hyperplasia of juxtaglomerular cells,1.603800653,Clcnkb
Glucose,Hypoplasia of ascending aorta,1.603800653,ATP2A2
Glucose,Deformation of hind leg,1.603800653,PSTPIP2
Glucose,Development of vaginal opening,1.603800653,LEPR
Glucose,Expansion of CD4+ CD8+ T-lymphocytes,1.603800653,NOTCH3
Glucose,Proliferation of inner pillar cells,1.603800653,CDKN1B
Glucose,Initiation of growth of primordial ovarian follicle,1.603800653,FOXO3
Glucose,Stabilization of mouse X chromosome,1.603800653,PARP1
Glucose,Biosynthesis of glycerophospholipid,1.603800653,PPARG
Glucose,Endoplasmic reticulum stress response of liver cells,1.603800653,ATP2A2
Glucose,Development of inner ear,1.602059991,CDKN1B;CHD7;FZD3;Ifi204 (includes others);INSIG1;VANGL2
Glucose,Guidance of retinal ganglion cell axon,1.591760035,EFNA5;NRCAM
Glucose,Failure of bone marrow,1.591760035,IFNAR1;PFN1
Glucose,Function of white adipose tissue,1.591760035,NR2C2;PPARG
Glucose,Long-term potentiation of collateral synapses,1.591760035,ADCY1;CAMK2B
Glucose,Concentration of docosahexaenoic acid,1.591760035,ELOVL5;SLC30A7
Glucose,Cellularity,1.590066877,CDKN1B;NOTCH3;PARP1;PPARG
Glucose,Cell movement,1.586700236,AKT2;ASH1L;BCL11B;BTG2;CDKN1B;DBN1;E2F3;EBF2;EFNA5;FASTK;FNIP1;IFNAR1;LCP1;LEPR;LMNA;LPAR1;MCU;MYH10;NACC1;NEDD4;NFAT5;NHLH2;NISCH;NOTCH3;NRAS;NRCAM;PARP1;PELI1;PFN1;PIP4K2C;PPARG;PRSS35;RBPJ;S100B;SDC1;SIRPA;SIVA1;SYNCRIP;TNS3;TRIO;USP47;ZNF513
Glucose,Abnormal morphology of myeloid progenitor cells,1.583359493,ATF2;CCND2;RBL1
Glucose,Convulsion,1.583359493,CELF4;GAD2;SLC7A11
Glucose,Development of pituitary gland,1.583359493,CDKN1B;GHRH;RBPJ
Glucose,Size of bone,1.578396073,LEPR;LMNA;NAA10;NBR1;PFN1;PPARG;PSTPIP2;SIK3;SIRPA;SLC6A2;TLE4
Glucose,Mass of testis,1.578396073,AKT2;CCND2;FAM83A;KDM3A;LMNA;NAA10;NR2C2;SLC7A11;UBE2W
Glucose,Transformation of lymphatic system cells,1.575118363,CCND2;FOXO3;TRIO;VPS13B
Glucose,Fear,1.575118363,ADRA2A;GAD2;SLITRK1;VDAC1
Glucose,Abnormal morphology of central nervous system,1.57024772,ADCY1;AKT2;ASPA;BTBD9;CCND2;CDKN1B;DBN1;E2F3;EBF2;EFNA5;IFNAR1;MYH10;NRCAM;PHF8;RBL1;TRIO
Glucose,Congestive heart failure,1.562249437,ATP2A2;E2F3;MYH10
Glucose,Foam cells,1.562249437,ADGRF5;AKAP13;PARP1
Glucose,Morphology of cardiac muscle,1.559090918,FOXO3;LEPR;MYH10;PPARG
Glucose,Insulin resistance,1.557520231,AKT2;BACH1;CDKN1B;KDM3A;LEPR;LMNA;PPARG;RBPJ;SLC30A7
Glucose,Necroptosis,1.557520231,AKT2;IFNAR1;NUDT13;PARP1;PELI1
Glucose,Cardiogenesis,1.554395797,AKAP13;ATF2;CCND2;CDKN1B;CHD7;FOXO3;LMNA;MYH10;NFAT5;PCSK5;PPARG;PSKH1;RBPJ;TEAD1;VANGL2
Glucose,Uptake of D-glucose,1.55129368,AKT2;ATP2A2;BACH1;PPARG;RBPJ;TNKS
Glucose,Self-renewal of neural stem cells,1.55129368,RBPJ;SS18
Glucose,Proliferation of adipocytes,1.55129368,AKT2;E2F3
Glucose,Quantity of granule cells,1.55129368,ASPA;CCND2
Glucose,Quantity of outer hair cells,1.55129368,CDKN1B;FOXO3
Glucose,Lack of hair follicle,1.55129368,AKT2;RBL1
Glucose,Release of reactive oxygen species,1.55129368,DUOXA2;PFN1
Glucose,Azoospermia or oligozoospermia,1.548213564,CCND2;IGSF11;KDM3A;LMNA;NHLH2;NR2C2;UBE2W;VPS13B
Glucose,Abnormal morphology of spleen,1.542118103,AKAP13;CDKN1B;FNIP1;FOXO3;IFNAR1;LMNA;NRAS;RBL1;SIRPA;STEAP3;ZFP36
Glucose,Apoptosis of muscle cell lines,1.540607512,GHRH;LMNA;SIVA1
Glucose,Long-term memory,1.540607512,ADCY1;BTBD9;CCND2
Glucose,Abnormal morphology of thin ventricular wall,1.540607512,CCND2;MYH10;NFAT5
Glucose,Morphology of muscle,1.536107011,AKT2;FOXO3;LEPR;LMNA;MYH10;NEDD4;NRAS;PPARG;TRIO
Glucose,Phosphorylation of L-amino acid,1.53313238,EFNA5;HIPK3;IFNAR1;TNKS;TTBK1
Glucose,Proliferation of central nervous system cells,1.53165267,AKT2;BTG2;CDKN1B;FOXO3;PARP1;RBL1
Glucose,Morphogenesis of inner ear,1.528708289,CHD7;FZD3;INSIG1;VANGL2
Glucose,Differentiation of naive lymphocytes,1.519993057,FNIP1;FOXO3;IFNAR1
Glucose,Fibrosis of heart,1.515700161,ADRA2A;ATP2A2;LMNA;NOTCH3;PELI1;RBPJ;SIRPA;STEAP3;TEAD1
Glucose,Serine phosphorylation of peptide,1.514278574,CAMK2B;HIPK3;TNKS;TTBK1
Glucose,Estrous cycle,1.514278574,CDKN1B;FOXO3;NHLH2;NR2C2
Glucose,Cell viability of cortical neurons,1.512861625,ADCY1;STXBP1
Glucose,Autophagy of epithelial cells,1.512861625,FOXO3;PPARG
Glucose,Size of nucleus,1.512861625,LMNA;USP36
Glucose,Abnormal morphology of aortic valve,1.512861625,MYH10;RBPJ
Glucose,Function of ovary,1.512861625,EFNA5;NR2C2
Glucose,Accumulation of glycogen,1.512861625,FNIP1;SLC30A7
Glucose,Esophageal lesion,1.512861625,ATP2A2;CDKN1B
Glucose,Quantity of lysophosphatidylcholine,1.512861625,ME1;PPARG
Glucose,Maximal conduction velocity,1.512861625,EBF2;NRCAM
Glucose,Initiation of translation of protein,1.512861625,EIF4G2;IMPACT
Glucose,Mitosis of fibroblast cell lines,1.512861625,E2F3;TULP3
Glucose,Transformation of progenitor cells,1.512861625,FOXO3;RBL1
Glucose,Metabolism of macromolecule,1.508638306,AREL1;ASH1L;CDKN1B;EIF4G2;FOXO3;GIGYF2;IFNAR1;IMPACT;LMNA;NEDD4;NRAS;PARP1;PCSK5;PPARG;PRG4;RBPJ;SYNCRIP;TMPRSS2;USP36;ZFP36
Glucose,Quantity of neurons,1.501689446,ASPA;ATF2;CACNA2D1;CCND2;CDKN1B;EBF2;FOXO3;LPAR1;NEDD4;NHLH2;NOTCH3;NRCAM;PPP4R3B;RBL1;SLC6A2
Glucose,Familial congenital malformation,1.501689446,CCND2;E2F3;EBF2;NAA10;NEDD4;NHLH2;PRG4
Glucose,Morphogenesis of outflow tract,1.498940738,ATF2;NEDD4;RBPJ
Glucose,Abnormal morphology of white adipose tissue,1.498940738,INSIG1;KDM3A;RBL1
Glucose,Formation of skull bone,1.498940738,CHD7;PCSK5;RBPJ
Glucose,Accumulation of reactive oxygen species,1.498940738,ADGRF5;FOXO3;PPARG
Glucose,Paired-pulse facilitation of synapse,1.498940738,BTBD9;GRIK4;VDAC1
Glucose,Development of fibroblast cell lines,1.49757288,Ifi204 (includes others);NRAS;NRCAM;PPARG;VDAC1
Glucose,Necrosis,1.49757288,ADCY1;AKT2;ATF2;ATP2A2;BACH1;BCL11B;BNIP3;CACNB2;CCND2;CDKN1B;E2F3;FBXO11;FNIP1;FOXO3;GHRH;GRM3;IFNAR1;LMNA;MYH10;NFAT5;NOTCH3;NR2C2;NRAS;NRCAM;NUDT13;PARP1;PELI1;PFN1;PPARG;PPP2R1B;RAB11A;RBL1;RBPJ;SDC1;SIRPA;SIVA1;SLC7A11;STEAP3;STK38;STXBP1;TEAD1;TLE4;VDAC1;ZFP36
Glucose,Endocytosis,1.496209317,AAK1;AP2A1;BTBD9;IFNAR1;LEPR;PFN1;RAB11A;SDC1;SIRPA;SLC7A11;SLITRK1
Glucose,Atrophy of organ,1.494850022,AKT2;ATF2;E2F3;FOXO3;IGSF11;LMNA;NFAT5;RBPJ;TLE4
Glucose,Quantity of amino acids,1.493494968,ACADVL;DUOXA2;EFNA5;IFNAR1;LEPR;PFKFB2;SLC7A11
Glucose,Differentiation of progenitor cells,1.493494968,ATF2;BTG2;CDKN1B;EBF2;FNIP1;Ifi204 (includes others);LMNA;NR2C2;NRAS;PPARG;RBPJ;SIRPA;ZFP36
Glucose,Quantity of monocytes,1.492144128,IFNAR1;LCP1;MCU;PARP1;SIRPA;ZFP36
Glucose,Development of epithelial tissue,1.48945499,BCL11B;CDKN1B;CHD7;E2F3;LEPR;NOTCH3;NRAS;PCDH8;RBPJ;RILPL1;RILPL2
Glucose,Proliferation of connective tissue cells,1.488116639,AKT2;ATF2;BCL11B;CCND2;CDKN1B;E2F3;Ifi204 (includes others);ING5;LPAR1;NRAS;NRCAM;RBL1;SLC26A2;SLC7A11;ZNF513
Glucose,Differentiation of Th17 cells,1.4867824,GHRH;IFNAR1;LEPR;PPARG;USP15
Glucose,Morphology of gland,1.480172006,AKT2;CCND2;CDKN1B;DUOXA2;GHRH;LEPR;PPARG;SIK3
Glucose,Accumulation of mitochondria,1.477555766,NR2C2;STX16
Glucose,Abnormal morphology of thymus cortex,1.477555766,BCL11B;ZFP36
Glucose,Cell cycle progression of stem cells,1.477555766,NRAS;SS18
Glucose,Apoptosis of hematopoietic stem cells,1.477555766,NRAS;PFN1
Glucose,Morphology of pituitary gland,1.477555766,CDKN1B;GHRH
Glucose,Quantity of monocyte-derived macrophages,1.477555766,LCP1;RBPJ
Glucose,Locomotion,1.472370099,ACADVL;ADCY1;ATP2A2;BTBD9;CCND2;CHD7;GIGYF2;GRM3;LEPR;NRCAM;SLC25A46;SLC6A2
Glucose,Accumulation of lipid,1.460923901,ACADVL;ELOVL5;INSIG1;LEPR;LMNA;LPAR1;NFAT5;PPARG;RBL1;SLC7A11
Glucose,Size of white adipocytes,1.459670525,ATF2;NR2C2;RBL1
Glucose,Colony formation of cells,1.458420756,ATF2;CDKN1B;Ifi204 (includes others);NRAS;NRCAM;PARP1;SIK3;SLC7A11
Glucose,Maturation of neurons,1.457174573,CHRDL1;PALM;PFN1;STXBP1
Glucose,Occlusion of artery,1.454692884,ADGRF5;AKAP13;ATP2A2;DENND5B;PARP1;PFN1;PPARG;SURF4;ZFP36
Glucose,Ubiquitination of protein,1.454692884,AREL1;NEDD4;NXN;PELI1;UBE2W;UBE4A
Glucose,Organization of cytoskeleton,1.449771647,ADCY1;ATF2;BCL11B;BLOC1S6;CAMK2B;CDKN1B;CEP128;DBN1;EFNA5;LPAR1;MPDZ;MYH10;NEDD4;NISCH;NRCAM;PALM;PARP1;PFN1;RANBP10;S100B;SIRPA;SLC25A46;SLITRK1;SS18;TRIO;UPF3B;VANGL2;VDAC1
Glucose,Apoptosis of hematopoietic cells,1.444905551,ATF2;BCL11B;FNIP1;NRAS;PARP1;PFN1;TLE4
Glucose,Expansion of helper T lymphocytes,1.443697499,LCP1;PARP1
Glucose,S phase of fibroblasts,1.443697499,CDKN1B;PARP1
Glucose,Hyperplasia of blood vessel,1.443697499,Clcnkb;PPARG
Glucose,Abnormal morphology of red pulp,1.443697499,RBL1;STEAP3
Glucose,Expansion of CD8+ T lymphocyte,1.443697499,IFNAR1;NOTCH3
Glucose,Excision repair of DNA,1.443697499,NR2C2;PARP1
Glucose,Response of helper T lymphocytes,1.443697499,LEPR;PPARG
Glucose,Abnormal morphology of head,1.442492798,ADCY1;ASPA;BCL11B;BTBD9;CCND2;CDKN1B;CHD7;DBN1;E2F3;EBF2;EFNA5;IFNAR1;INSIG1;LMNA;MYH10;NAA10;NOTCH3;NRCAM;PHF8;RBL1;SIK3;SYTL4;TRIO;VANGL2;VPS13B
Glucose,Development of dentate gyrus,1.440093375,BLOC1S6;BTG2;VPS13B
Glucose,Autoimmune response,1.440093375,IFNAR1;LEPR;PARP1
Glucose,Lethargy,1.440093375,ASPA;ATP2A2;IFNAR1
Glucose,Shape change of neurites,1.435333936,BCL11B;CAMK2B;DBN1;NRCAM;PALM;PFN1;S100B;SS18;TRIO
Glucose,Morphology of islets of Langerhans,1.431798276,AKT2;CCND2;CDKN1B;LEPR;PPARG
Glucose,Abnormal morphology of junctional epithelium,1.43062609,CDKN1B
Glucose,Apoptosis of colonic epithelium,1.43062609,NRAS
Glucose,Abnormal quantity of selenium,1.43062609,GPX3
Glucose,Adipogenesis of bone cell lines,1.43062609,PPARG
Glucose,Adipogenesis of brown pre-adipocytes,1.43062609,PPARG
Glucose,Antiviral response of fibroblasts,1.43062609,IFNAR1
Glucose,Aortic coarctation,1.43062609,ATP2A2
Glucose,Adipogenesis of bone marrow mesenchymal cells,1.43062609,PPARG
Glucose,Abnormal morphology of short cochlear duct,1.43062609,VANGL2
Insulin,Reinitiation of proliferation of keratinocytes,2.866461092,PRKD1
Insulin,Formation of glutaminergic synapse,2.866461092,CELF4
Insulin,Polarity of neural precursor cells,2.866461092,DCX
Insulin,Formation of GABAergic synapse,2.866461092,CELF4
Insulin,Utilization of glycogen,2.866461092,LIPE
Insulin,Hydrolysis of monooleoyl-2-O-monooleylglycerol,2.866461092,LIPE
Insulin,Catabolism of diacylglycerol,2.866461092,LIPE
Insulin,Vacuolation of seminiferous epithelium,2.866461092,LIPE
Insulin,Formation of syncytial-lipoid structures,2.866461092,LIPE
Insulin,Localization of germ cells,2.565431096,LIPE
Insulin,Branching of interneurons,2.565431096,DCX
Insulin,Apoptosis of embryoid body cells,2.565431096,BNIP3
Insulin,Positive selection of natural killer T lymphocytes,2.565431096,ELK1
Insulin,Morphology of spermatids,2.565431096,LIPE
Insulin,Storage of fatty acid,2.565431096,LIPE
Insulin,Thickness of retinal pigment epithelium,2.565431096,SFXN3
Insulin,Disruption of ribbon synapse,2.565431096,SFXN3
Insulin,Formation of syncytia,2.565431096,LIPE
Insulin,Bone mineral density,2.411168274,LIPE;PRKD1;USP1
Insulin,Delay in clearance of D-glucose,2.390405591,LIPE
Insulin,Transport of Golgi vesicles,2.390405591,PRKD1
Insulin,Abnormal morphology of osteoid,2.390405591,USP1
Insulin,Activation of lamellipodia,2.390405591,PRKD1
Insulin,Mass of periovarial white adipose tissue,2.390405591,LIPE
Insulin,Morphology of sperm head,2.26520017,LIPE
Insulin,Lipogenesis by adipocytes,2.26520017,LIPE
Insulin,Apoptosis of ectodermal cells,2.26520017,PIAS2
Insulin,Formation of bone nodule,2.26520017,PRKD1
Insulin,Injury of hepatocytes,2.26520017,BNIP3
Insulin,Quantity of adipoblasts,2.168770306,LIPE
Insulin,Distension of endoplasmic reticulum,2.168770306,LIPE
Insulin,Hydrolysis of cholesterol ester,2.168770306,LIPE
Insulin,Synthesis of glycerol,2.168770306,LIPE
Insulin,Metabolism of ether lipid,2.168770306,LIPE
Insulin,Lipolysis of fatty acid,2.089909454,LIPE
Insulin,Initiation of transcription of RNA,2.089909454,LIPE
Insulin,Incorporation of D-glucose,2.089909454,LIPE
Insulin,Regeneration of hepatocytes,2.089909454,ELK1
Insulin,Apoptosis of embryonic cells,2.057991947,BNIP3;PIAS2
Insulin,Accumulation of diacylglycerol,2.023191663,LIPE
Insulin,Abnormal quantity of triacylglycerol,1.966576245,LIPE
Insulin,Abnormal morphology of common lymphoid progenitor cells,1.966576245,ARID3A
Insulin,Androgen receptor signaling pathway,1.913640169,PIAS2
Insulin,Efflux of Ca2+,1.913640169,WDR37
Insulin,Size of fat pad,1.913640169,LIPE
Insulin,Concentration of retinaldehyde,1.913640169,LIPE
Insulin,Quantity of M2-like macrophages,1.869666232,DUSP3
Insulin,Uptake of palmitic acid,1.869666232,LIPE
Insulin,Biosynthesis of DNA,1.869666232,POLD3
Insulin,Migration of neural precursor cells,1.869666232,DCX
Insulin,Disassembly of extracellular matrix,1.869666232,ADAMTS15
Insulin,Size of fatty lesion,1.869666232,LIPE
Insulin,Repetitive behavior,1.826813732,TCF20
Insulin,Cell death of adipocytes,1.790484985,LIPE
Insulin,Release of glycerol,1.790484985,LIPE
Insulin,Quantity of transitional type 1 B lymphocytes,1.790484985,ARID3A
Insulin,Absence seizure,1.790484985,CELF4
Insulin,Transcription of RNA,1.774690718,ARID3A;ELK1;LIPE;PIAS2;PRKD1;TCF20
Insulin,Function of brown adipose tissue,1.756961951,LIPE
Insulin,Osteopenia of femur,1.756961951,USP1
Insulin,Muscular atrophy of anterior tibial muscle,1.756961951,BNIP3
Insulin,Quantity of crypt cells,1.723538196,PRKD1
Insulin,Catabolism of triacylglycerol,1.723538196,LIPE
Insulin,Formation of calvaria,1.723538196,ALG2
Insulin,Quantity of retinyl ester,1.694648631,LIPE
Insulin,Autophagy of muscle,1.694648631,BNIP3
Insulin,Sumoylation of protein,1.694648631,PIAS2
Insulin,Formation of renal cyst,1.694648631,PRKD1
Insulin,Spike-wave discharge,1.694648631,CELF4
Insulin,Oligozoospermia,1.688246139,LIPE;USP1
Insulin,Export of molecule,1.681936665,LIPE;WDR37
Insulin,Autophagy of bone marrow-derived macrophages,1.66756154,BNIP3
Insulin,Autophagy of fibroblasts,1.66756154,BNIP3
Insulin,Concentration of tretinoin,1.66756154,LIPE
Insulin,Differentiation of stromal cell lines,1.66756154,ALG2
Insulin,Maturation of chondrocytes,1.66756154,ALG2
Insulin,Inflammation of epididymal fat,1.640164518,LIPE
Insulin,Quantity of spermatids,1.616184634,LIPE
Insulin,Uptake of D-glucose,1.59345982,ELK1;LIPE
